original_index,content,clean_final,pred_topic
189,"Game bagus, semoga game ini bertahan dan berkembang menjadi game yang lebih baik",moga tahan kembang,11
190,gacha ampas,gacha ampas,29
191,"ini kok kerasa frame/patah patah ya? padahal sebelumnya gak ada tuh patah patah, sejak update patch castorice kek mulai ada yang aneh, padahal 8 gen 2 loh, tolong optimalin lagi pliss",rasa frame patah patah tuh patah patah update patch castorice aneh gen loh optimalin,-1
192,Gak bisa login hoyoverse setan,login setan,14
193,game yg baik dengan alur cerita yg sangat bagus dan menarik. tapi tolong kurangi powercreep dan perbanyak karakter bintang 4 ya!.,alur cerita tarik kurang powercreep banyak karakter bintang,-1
194,"gacha busuk, pity terooos",gacha busuk pity terooos,-1
195,"Game baik banyak hadiah yang diberikan kepada player, tapi saya berharap untuk kedepan nya di adakan duel dengan pemain lain supaya ada kompetitif nya game nya saya rasa seru kalo di adakan, dan buff karakter lawas juga udah mulai ga bisa kepake karakter lama nya",hadiah player harap depan adakan duel main kompetitif adakan buff karakter lawas kepake karakter,-1
196,saya suka sunday🗿,suka sunday,18
197,nooo buat kalian jangan kasih rating ni game jadi kecil dong nanti gw gabisa liat waifu gw lagi woilah perkara 1 ch doang,nooo rating gabisa lihat waifu woilah perkara ch doang,-1
198,Fu Xuan bini saya,fu xuan bini,-1
199,"game nya seruh, dan menantang jadi tidak bikin cepeet bosan karena musuh-musuh yang sangat menantang",tantang cepeet bosan musuh musuh tantang,-1
200,"OMG YASSSS I GOT CASTORICE MY LOVE MY SAVIOUR!! I ALREADY BUILD HER AND OMGG HER ULT SO COOLL!! I LOVE HER DRAGON, POLLUX!! B-But pls remove power creep i beg you hoyo.. and in the next update.. please take Sunday out of his cage bcs I don't have him yet..",omg yassss got castorice saviour already build omgg ult cooll dragon pollux b remove power creep beg hoyo next update take sunday cage bcs yet,0
201,game ini pas saya main karakter saya mati karena level karakter nya lupa di naikin,karakter mati level karakter lupa naikin,-1
202,bagus banget banh kewren efeknya,banh kewren efek,-1
203,gamenya bagus tapi minusnya kalau pakai wi-fi update-update nya itu lama banget😮‍💨😮‍💨😤😤😮‍💨😮‍💨,minus pakai wi fi update update,-1
204,tambahin fitur bikin anak pliss🥰,tambah fitur anak,3
205,"Happy anniversary! Oh ya, yg rating b1 ada beberapa yang gk main, jadi kaya cuman FOMO kasi b1 doang gara-gara konten di sosmed.tp agak sedih juga si masa semua karakter amphoreus mokad semua",happy anniversary oh rating b kaya cuman fomo b doang gara gara konten sosmed tp sedih karakter amphoreus mokad,-1
206,GW MALAH DAPET BLADE ANYINK,blade anyink,-1
207,"bagus banget+banyak bansosnya ,sehat sehat game baik❤️🔥",bansosnya,8
208,"nice game, build lumayan gampang, bansos lancar, gacha alhamdulillah win banner. cuman cutscene di hp gw ngeleg🗿",build lumayan mudah bansos lancar gacha alhamdulillah win banner cuman cutscene ngeleg,-1
209,"game ny seru, alur story ny menyentuh, design char ny bagus, dan yg paling penting BANYAK BANSOS😘",alur story sentuh design char bansos,12
210,Jarang low pity,jarang low pity,-1
211,"Buat tombol skip dialog lah, dialognya panjangnya gila banget...",tombol skip dialog dialog panjang gila,3
212,aku kasih bintang 4 karena castorice ku belum pulang selama puluhan kali gacha💔💔. hoyo tolong kasih ak castorice,bintang castorice ku pulang puluh kali gacha hoyo castorice,-1
213,Are you kidding me? No more new 4 stars characters? Edit: Kegoda bansos dikit aja langsung naik ratingnya,kidding new stars characters edit goda bansos dikit langsung ratingnya,-1
214,"nggak ramah f2p, power creep ganas",ramah f p power creep ganas,-1
215,selamat ulang tahun HSR 🗣️🔥 2 years anniversary,selamat ulang hsr years anniversary,-1
216,game nya bagus dan game play nya seru dan santai dan banyak sekali teka-teki yg sulit sesuai alur cerita nya,santai teka teki sulit sesuai alur cerita,12
217,"char b4 makin dikit,malah kagak ada yg baru di patch sekarang,enemy nya dibuat kekebalan tubuh HP nya badag bet coeg,buat kelarin 1 boss butuh hampir setengah jam karena DPS dah jadoel wowkkwkw,buat lowspender kek saya mah mending buat koleksi Waifu doang dah,ngikutin char yg lagi naik daun mah tar juga keganti lagi sama char baru yg bakal dateng,story nya kebanyakan yapping pula, bangke²",char b dikit patch enemy kebal tubuh badag bet coeg kelarin boss butuh jam dps jadoel wowkkwkw lowspender mah mending koleksi waifu doang ngikutin char daun mah tar ganti char dateng story banyak yapping bangke,-1
218,Wuthering wave the best game ever,wuthering wave ever,-1
219,Mabar epep/emel yok bang🗿,mabar epep emel yok bang,2
220,gamenya berat sama loading screen nya lambuaaaat tolong di ringanin saya tidak bisa main kalo kaya gini 😭,berat loading screen lambuaaaat ringanin kaya gin,-1
221,menghabiskan storage 😔 tapi bagus sih grapik nya👍,habis storage grapik,-1
222,keep fighting 🔥🔥,keep fighting,9
223,banyak keseruannya di game ini,seru,-1
224,game PAY TO WIN 🤣,pay win,-1
225,kikir impact,kikir impact,26
226,"bagus, powercreepnya dikurangin aja",powercreepnya rangin,6
228,"semenjak update 3.2 jadi force close terus dah, buka bentar langsung keluar jadi ga bisa main. kirain hp gw taunya main zzz lama aman2 aj. tolong perbaiki donk.",semenjak update force close buka bentar langsung kirain tau zzz aman aj baik donk,1
229,Tidak ramah untuk hp mid seperti saya💀,ramah mid,-1
230,"game nya bagus, kalau ditanya apa yg kurang mungkin power creep nya terlalu cepat, ga ada fitur nikah, ga ada fitur bisa nyium waifu, ga ada fitur bisa peluk waifu. Tapi overall game nya bagus",power creep cepat fitur nikah fitur nyium waifu fitur peluk waifu overall,-1
231,"mantep gw dapet castorice modal 10 pity sehat"" developer nya",castorice modal pity developer,-1
232,"Bagus alur cerita di amphoreus semoga panjang alur ceritanya dan seru kaya di blobog durasi panjang dan juga seru, kalo di xianzhou dan penacony okelah ga lama² amat tapi tetap wort",alur cerita amphoreus moga alur cerita kaya blobog durasi xianzhou penacony wort,-1
233,Eventnya sedikit sekali,eventnya,-1
234,power creep makin gila,power creep gila,35
235,sangat suka karakternya tapi musuhnya terlalu sulit mohon dipermudah untuk pemula seperti saya,suka karakter musuh sulit mudah mula,-1
236,"tolong laa, hoyo di perbaiki lgii, naga casto bikin hape gw panass 🗿🗿",laa hoyo baik lgii naga casto hape panass,2
237,"kikir event, kikir 4*, kikir f2p option,penyakit power creep gila, tiap patch wajib ghaca, gk ghaca gk bisa clear reward end game, story oke tapi isinya cuma dialog berjam-jam. teknik mareking sih teknik marketing, tapi jangan lupa ini game f2p, kalo gini terus bisa hilang peminatnya",kikir event kikir kikir f p option sakit power creep gila patch wajib ghaca ghaca clear reward end story isi dialog jam jam teknik mareking teknik marketing lupa f p gin hilang minat,10
238,kerenn,kerenn,-1
239,Setiap ada cutscene kok jadi patah-patah ya?,cutscene patah patah,-1
240,selamat anniversary ke 2!!!,selamat anniversary,-1
241,moc terlalu susah buat f2p,moc susah f p,-1
242,"KURANG AJAR, DIKASIH HARD PITY TERUS!!!",ajar kasih hard pity,-1
243,"-4, Butuh Tombol Skip",butuh tombol skip,3
244,"bagus banget banyak jg skin nya dan menarik,jadi ga bosen deh",skin tarik bosan deh,-1
245,"I will stop playing this game, I have played this game since the beginning of the game being launched, I really like this game, but this game has changed, it is very sad to think about it",stop playing played since beginning launched really changed sad think,0
246,Honkai: Star Rail 😐,honkai star rail,7
247,"Game udah bagus, tapi aku punya saran. Sebagai player lama, HOYOVERSE-Harap jangan sering rilis karakter karakter baru yg bikin karakter lama jadi kena POWERCREEP. Kalo udh cape farming berminggu minggu buat build karakter, malah rilis karakter baru yg basenya lebih OP daripada karakter sebelumnya, sia2 dong? terus-HP musuh kena buff besar besaran, yang balik lagi ke point utama-membuat karakter lama jadi kena powercreep.",saran player harap rilis karakter karakter karakter kena powercreep cape farming minggu minggu build karakter rilis karakter basenya op karakter sia musuh kena buff besar point utama karakter kena powercreep,-1
248,"saya hanya memiliki satu akun di device saya, dan saya telah menyelesaikan seluruh story utama di game, karna memori device saya yang semakin menipis maka saya menghapus data quest yang sudah lalu (fitur game) namun barusan ketika saya login, saya di suruh men-download ulang data kurang lebih 8gb yang telah terhapus seolah-olah saya mengganti akun ke akun yang belum menyelesaikan story. padahal selama ini tidak pernah terjadi seperti ini.",milik akun device selesai story utama karna memori device tip hapus data quest fitur barusan login suruh men download ulang data gb hapus olah ganti akun akun selesai story,-1
250,udah pensi sih tapi gapapa lah ikutan bintang 1,pensi gapapa ikut bintang,-1
251,gamenya bagus banget. banyak bansos,bansos,8
252,"Game nya bagus kok masih bisa di mainin, oiya gua omongin bagi para player ya kalok emang story dari game nya ini jelek/ngebosenin ya gak ush main game ini. Game nya ini cuman untuk para player yg ingin rasanya main game RPG, bukan cuman ingin main battle di dalam game nya doang. Gua omongin sekali lg buat player yg minta skip button, gak ush main game ini, main togel aja sana biar singkat idup lo lo semuanya.",mainin oiya omongin player story jelek ngebosenin ush cuman player rpg cuman battle doang omongin player skip button ush togel biar singkat idup lo lo,13
253,"RATE GACHA AMPAS, UDAH 3 PATCH DI 78 SEMUA DAHLAH MALAS MENDING MAIN PB",rate gacha ampas patch dah malas mending pb,-1
254,"hello dev, did u know what is GLOBAL PASSIVE ?",hello dev u know global passive,-1
256,"Game nya bagus. Detail karakter nya juga oke. Cuma semakin update, pity gacha char dan lc nya semakin hard, saya new player, gaca tribbie saja kena hard pity di 80 sekarang gaca castorice kena hard pity di 110. Apala ini game, gaca nya hard banget, kasian player new, hoyo hoyo. Belum lagi sekarang boss nya kena hp inflation, sekali tebas tim ku langsung mati, dah gitu char nya kaya ngga ada damage samsek ke boss, hoyo hoyo.",detail karakter update pity gacha char lc hard new player gaca tribbie kena hard pity gaca castorice kena hard pity apala gaca hard kasi player new hoyo hoyo boss kena inflation tebas tim ku langsung mati gitu char kaya damage samsek boss hoyo hoyo,13
257,makasih hoyo. plin plan pity gacha nya,hoyo plin plan pity gacha,-1
258,yang bilang jelek lu harus coba sieh jgn modal fomo😹😹,bilang jelek coba sieh modal fomo,2
259,"kechee, aku Sukak ni game yang kasih bintang 1 tu fomoo",kechee sukak bintang tu fomoo,17
260,my wife is in this game so i give 5 star,wife give star,9
262,"game nya bagus, game play nya enak, menikmati. sampai teman saya ketiduran pass farming saya juga tidur, karna santai nya mantap",enak nikmat teman tidur pass farming tidur karna santai,-1
263,"Game yang bagus (dari segi desain karakter, latar tempat, story dan event) sudah bermain 1 tahun diawal bermain serasa mudah walau pernah uninstal karena pemahaman game saya buruk. akhirnya setelah 1 bulan gk main buat rindu download lagiXD btw saya awal download karena desain logo game marcht 7th 😁 bro hoyo kapan marcht 7th kembali sadar guw kangen yapping dia (╥﹏╥)",segi desain karakter latar story event main awal main serasa mudah uninstal paham buruk rindu download lagixd btw download desain logo marcht th bro hoyo marcht th sadar guw kangen yapping,10
265,PEAK GAMEEE😈💦,peak gameee,-1
266,Nice Global Passive hoyo!,global passive hoyo,20
268,"capek main nih game, setiap gacha pasti harus 'rateon' dulu baru bisa dapat karakter yang aku mau, udah disiksa 'rateon' eh malah ketambahan 'hardpity', capek banget",lelah nih gacha rateon karakter siksa rateon eh tambah hardpity lelah,-1
269,"game mobile terbaik menurut gw, lebih suka HSR daripada Genshin Impact, karena lebih dermawan dan ga pelit bagi stellar jade, desain char sangat bagus, dan gamenya bukan cuma bertarung doang, tapi ada back story, gacha, dan bisa farming relic sama stellar jade euy 😋 (Plis gw mau bgt Sunday sama kafka sama Clara sama mydei sama AH POKOKNYA GUWA MAU SEMUANYA) edit: baru juga dibilang mau Clara sama mydei, langsung dapat + bonus Castorice 😨",mobile baik suka hsr genshin impact dermawan pelit stellar jade desain char tarung doang back story gacha farming relic stellar jade euy sunday kafka clara mydei ah pokok guwa edit bilang clara mydei langsung bonus castorice,-1
270,woi lah hoyoverse kasih aku karakter castorice lah plis lah ya plis bangat udh gacha 80x gk dapat masnyallah pelit bet gacha di honkai star rail bansos ya sih cair mulu tapi gacha ya loh plis lah hoyo akun 1 ku ilang gara² ente yang karakter lama padahal udh kait google lo plis kasih karakter castorice plis ya,woi karakter castorice bangat gacha x masnyallah pelit bet gacha honkai star rail bansos cair mulu gacha loh hoyo akun ku ilang gara ente karakter kait google lo karakter castorice,-1
271,B aja,b,-1
272,"yang bener aja power creep secepat kilat tapi gacha gak ngotak, 1 chara doang 147 pull belom dapet, belum lagi lc signnya",bener power creep cepat kilat gacha pikir chara doang pull bom lc signnya,-1
273,GG ANJR,anjr,-1
274,game baik terimakasi,terimakasi,-1
275,Nunggu Customer Service Lama 2 Hari aja belom Bales kemaren Juga Hubungin pas bales udah ditutup mau balas nya Jelek deh👎,tunggu customer service bom bales kemaren hubungin bales tutup balas jelek deh,1
276,mau login kga bisa jaringan error Mulu ngapa si ni game anjg,login jaring error mulu ngapa anjg,1
278,kurangnya cuman di powercreep aja sih,kurang cuman powercreep,6
280,"lebay lu yg bilang powercreep,apalah.itu mah skill issue",lebay bilang powercreep apa mah skill issue,6
281,"gamenya seru, cuman frame drop kalo castorice brust hehe, mantap lah pokonya",cuman frame drop castorice brust hehe poko,-1
283,"tolong tambahkan bintang 4 nya dong, makin ke sini makin dikit B4 nya",tambah bintang dikit b,-1
285,"tolong beri item untuk me reset karakter , karena sulitnya mencari resource yang membutuhkan energi yang banyak",item reset karakter sulit cari resource butuh energi,-1
286,"this game is full ""yapping"" rn endgame = must pull new char the old character is not relevant anymore, zonk investment",full yapping rn endgame must pull new char old character relevant anymore zonk investment,0
287,"alur cerita bagus, desain karakter unik, dan animasi yang baik membuat tidak mudah bosan",alur cerita desain karakter unik animasi mudah bosan,12
288,"THANKS DADDY HOYOVERSE, FOR ALL Characters 😘🤍🤍🤍🤍",daddy characters,-1
289,"kurang bersyukur apa coba sebagai player f2p gw dapet castorice sama LC , tapi bugnya bikin ngakak 🤣🤣😂",syukur coba player f p castorice lc bugnya ngakak,-1
