content,clean_final,pred_topic
1. bug nya tolong diperbaiki sering ada bug saat login pdhl kondisi jaringan sgt bagus 2. Metashift udh kek orgil 3. Perbandingan chara b4 & b5 nya nggk ngotak bahkan sampe patch sekarang belum ada b4 baru 4. Story buat saat ini di amphoreus nggk se wah di penacony. terlalu bertele2 malah bikin jenuh krn bnyk puzzle 5. tolong adakan Companion mission character lagi 6. tolong kalau mau adain global passive diliat2 dlu.treatment castorice dgn emanator masa berbeda bgt pdhl castorice bukan emanator,bug baik bug login pdhl kondisi jaring sgt metashift orgil banding chara b b nggk pikir sampe patch b story amphoreus nggk penacony tele jenuh puzzle adakan companion mission character adakan global passive liat treatment castorice emanator beda pdhl castorice emanator,-1
terima kasih game baik gacha,gacha,15
Absolute Cinema,absolute cema,-1
"Semua hall yg gua pengen ada di genshin, ada di sini",hall ken genshin,8
Terlaku banyak dialog. Dangk bisa di skip.. gacha,laku dialog dangk skip gacha,6
"Loginnya susah bgt, ga bisa"" padahal udah bener sandi sama akunnya😐",loginnya susah bener sandi akun,19
Omaygaaaaattt finally,omaygaaaaattt finally,7
power creep tidak terkendali dan gak ada balencing dari mihoyo pity,power creep kendali balencing mihoyo pity,-1
"Minggu, 23 April 2023 banner",minggu april banner,9
Sehat Sehat Game Baik Mmmmmmuach,mmmmmmuach,7
Menurutku kureng ya karena ketika kita mau download data-nya itu lama banget,turut reng download data,-1
Coolllll,coolllll,7
"Overall good, kurangnya dikoneksi internet yg jarang hijau walau tidak terlalu berdampak ke gameplay",overall kurang koneksi internet jarang hijau dampak,-1
aku suka game ini🫣,suka,22
Bagus update,update,9
"Gamenya bagus banget apalagi grafiknya behh........, tapi sayangnya ini game batle tur base, gw gak suka game batle tur base tapi gw jadi suka main game batle tur base karna game ini yang bertemakan bertempur dengan karakter yang menyerupai anine",grafik behh sayang batle tur base suka batle tur base suka batle tur base karna tema tempur karakter rupa anine,-1
Lama banget lodingnyaaaa,lodingnyaaaa,7
"Mengapa Selalu Keluar Keluar Dari Game Dan Aku Berharap Banget Ini Segera Diperbaiki Oleh Mihoyo/Hoyoverse Apapun Itu, Aku Hanya Ingin Mainin Gamenya Dengan Tanpa Bugis Sedikitpun(Onegai Mihoyo/Hoyoverse)",harap baik mihoyo apa mainin bugis sedikit onegai mihoyo,-1
Best pity,pity,24
"dri pc pindah ke hp sendiri malah engga bisa login di email engga bales, udah beberapa hari engga bisa login",dri pc pindah hp engga login email engga bales engga login,19
"Sinyal 4G+. Tapi login error terus terusan. Loading in game nya lama juga. Padahal Hp RAM 8/256, Hadehh",sinyal login error terus loading hp ram hadehh,19
powercreep.,powercreep,14
"Ini kan game turn base ceritanya jangan panjang"" soalnya males bacanya. Jadi kesannya ngebosenin bangat. lag",turn base cerita males baca kesan ngebosenin bangat lag,18
"game busuk gua udah top up banyak di game ini,tetep aja buat end game keteteran terlalu gila power creep nya.pliss fix your fungking game hoyosit",busuk top tetep end keteter gila power creep fix fungking hoyosit,-1
gacor dari awal rilis,gacor rilis,9
"Apaan sih kok sekali update lngsng 6gb game trun base kek gni doang, klo game sebelah mah g hrn tpi ini..",update lngsng gb trun base gni doang belah mah hrn,-1
game bauk,bauk,25
"Terlalu lama untuk mencari relic/bahan ascend karakter, padahal karakter saya udh bagus(sudah well build). terkesanya gemeplay lebih boring, dan power crepnya gila yg karakter dulunya favorit+Waifu sekarang di konten endgame ga guna hadeh game memaksa kita untuk gacha char baru yg buffnya untuk karakter baru musuhnya juga bisa ke konter karakter sekarang yg di benner",cari relic bahan ascend karakter karakter well build terkesanya gemeplay boring power crepnya gila karakter dulunya favorit waifu konten endgame hadeh paksa gacha char buffnya karakter musuh konter karakter benner,1
"error downloading data game, waiting soooo longggggg and always become unstable error reading data game if download, or update data game, plzzz always been like that plsss, whyyy plissss fixxx itttttt....",error downloading data waiting soooo longggggg always become unstable error reading data download update data plzzz always plsss whyyy plissss fixxx itttttt,4
Powercreep gila gilaan lag,powercreep gila gila lag,14
"Jujur saya sangat suka dengan game HSR. Tapi setelah memainkan game ini setahun lebih saya mengerti bahwa monster terus menjadi kuat. Ya, tidak ada yang salah dengan itu. Tapi tolong lakukan penyesuaian kepada karakter limited lama, seperti selee, jing yuan, kafka, dll. Sekarang, developer benar2 membunuh mereka, setiap update kekuatan monster meningkat drastis dan solusi deplover adalah membuat karakter limited baru yang bisa menyaingi kekuatan monster. Ini sangat menyedihkan. gacha",jujur suka hsr main tahun erti monster kuat salah laku sesuai karakter limited selee jing yuan kafka dll developer bunuh update kuat monster tingkat drastis solusi deplover karakter limited saing kuat monster sedih gacha,1
Ahhhhh itu pas mulai tetep masuk masukan email juga masukan sandi padahal udah di tulis tp tetep salah ahhhhhhhhhh aku kasih bintang 1 aja uh,ahhhhh tetep masuk masuk email masuk sandi tulis tp tetep salah ahhhhhhhhhh bintang uh,19
makin lama makin aneh ni game update banyak power creap msih enak zaman dlu saran jangan mempersulit dari segi item atau yang lain nya,aneh update power creap msih enak zaman saran sulit segi item,-1
"optimalisasi game sangat buruk, ui yang ampas daur ulang, sangat berat bagi perangkat menengah",optimalisasi buruk ui ampas daur ulang berat perangkat tengah,-1
"Gameplay nya sangat bagus dan memuaskan. Tapi sebagai pemain pc , size tiap update terlalu besar dan launcher banyak masalah. Saat gagal download biasanya harus ulang dari awal dan itu sangat jelek dan masih bnyk masalah lainnya yg sampai sekarang tidak diperbaiki",muas main pc size update launcher gagal download ulang jelek baik,-1
login nya lama sumpah bikin kesel tolong dong dipercepat loginnya,login sumpah kesel cepat loginnya,-1
Perfect👌,perfect,21
"optimalkan lagi gamenya, sd 680 sangat lag padahal grafik low pity",optimal sd lag grafik low pity,-1
bintang 1 dlu,bintang,3
login error.. g bisa msuk game nih. apa msih close kah?,login error msuk nih msih close kah,-1
game turnbased tapi inflasi HPNYA LUARBIASA. KARAKTER LAMA GA DI BUFF BUFF JUALAN JARAKTER BARU MULU banner,turnbased inflasi hpnya luarbiasa karakter buff buff jual jarakter mulu banner,1
Game turn base yang cukup menyenangkan dan mengubah pikiran saya tentang game turn base itu membosankan,turn base senang ubah pikir turn base bosan,20
download untuk dapat uid sepuh aja 😎,download uid sepuh,9
Pas donlot sering fc kapan mainya klo donlotbaru 1mnit udah force close,unduh fc mai donlotbaru mnit force close,-1
Kalo ketemu bug nyangkut di tutorial gimana gabisa tele soal nya,ketemu bug nyangkut tutorial gimana gabisa tele,-1
"Game Baik :) Good Game , Mantap Game , Enjoy To Game",enjoy,16
Game masterpiece coy banner,masterpiece banner,27
"Sering force close sendiri dan di jaringan xl tidak bisa login padahal game lain bisa, di kasih bintang 5 jika sudah diperbaiki banner",force close jaring xl login bintang baik banner,17
"Waktu uda lama nunggu loading dan "" tekan untuk mulai "" ehhhh malah ada tulisan "" Login eror, silakan coba lagi nanti. Kode eror: 1001_3 "" uda ber kli2 lhoo ak login lgi, msi samaaa ajaaaa, trus layar kereta ny malah berwarna pink, hamdehhh perbaiki lhhh update",uda tunggu loading tekan ehhhh tulis login eror sila coba kode eror uda ber kli lhoo login msi samaaa ajaaaa layar kereta warna pink hamdehhh baik lhhh update,-1
Wow hd ny,wow hd,21
Suka bnget gua ma genre turnbase gini 👍,suka genre turnbase gin,22
Inflasi yang berat buat pemula,inflasi berat mula,-1
"di versi 2.6 jalan ceritanya benar-benar bikin kepala pusing, karena terlalu berbelit-belit jalan ceritanya.",versi jalan cerita kepala pusing belit belit jalan cerita,20
"Gamenya bagus banget dan enak diliatnya , ini game enak pas main di perjalanan bisa ga kerasa perjalanan, karakternya bagus dan yang suka jejepangan rekomended deh , goodluck honkai",enak liat enak jalan rasa jalan karakter suka jejepangan rekomended deh goodluck honkai,-1
Untuk Game Nya Sangat Bagus Dibagian character nya dan juga grafis nya bagus. Untuk Gacha Jangan pelit kepada player gratisan. Dan untuk kualitas sinyal ditingkatkan lagi. Thanks Hoyoverse.,bagi character grafis gacha pelit player gratis kualitas sinyal tingkat,-1
"Thank honkai starrail , game ramah f2p",honkai starrail ramah f p,8
Oomaaagaddd rilis update,oomaaagaddd rilis update,7
saya suka sunday🗿,suka sunday,22
Beyu di,beyu,25
the best game turnbase,turnbase,10
👌 turn-based,turn based,10
Min mau tanya minimal main di android spek nya seberapa lag,minimal android spek lag,-1
"Game Ba*bi, Udah susah-susah Nge grinding bust dapetin firefly malah dapet clara, mana pity 70 lagi hdeh dasar mihoyo kapitalis.",ba bi susah susah nge grinding bust firefly clara pity hdeh dasar mihoyo kapitalis,-1
kena mental,kena mental,-1
"udah capek capek farm material,trace sama relic casto, castorice nya ngak pulang mana pity 80.gacha sunday buat casto rasanya kena scam yg bagus malah tribie,tribie udah di gacha castonya ngak ada emang kikir",lelah lelah farm material trace relic casto castorice pulang pity gacha sunday casto kena scam tribie tribie gacha castonya kikir,-1
Lumayan seru banner,lumayan banner,16
10 out of 10 banyak mommy,mommy,-1
5 Star for this game!!! Tapi minimal kasih gw clara lah hoyoverse :) Edited : Dh dapat ama lc nya thanks very much hoyo btw please add 45FPS because 60 Fps burn my phone,star minimal clara edited ama lc much hoyo btw add fps fps burn phone,-1
Bgus,bgus,-1
Nice game thank you ☺☺☺☺☺☺☺😊😊😊😊😃😃😃😃😃😃 lag,lag,3
Sedikit mengingatkan gua sama game jadul persona 4,jadul persona,-1
Haaaa entah kenapa yakkk gw main nih game selalu lag mulu dan juga saat Cutscne selalu patah patah lohhh massaa HP xiomi redmi note 10 s patah patah padahal saat Cutscne gensin dan main game gensin selalu bagus tuhh walaupun sinyal merahhh apalagi honkai impact 3 padahal garfis gak terlalu high fps nya 60 lalu gw ubah ke fps 30 sama aja tuhh Cutscne nya patah patah dan temen gw juga sama patah patah tolong kedepannya di optimalkan lagi,haaaa yakkk nih lag mulu cutscne patah patah lohhh massaa hp xiomi redmi note patah patah cutscne gensin gensin tuhh sinyal merahhh honkai impact garfis high fps ubah fps tuhh cutscne patah patah temen patah patah depan optimal,-1
"Game nya sebenarnya bagus, untuk story sebaiknya dibuat lebih layak, jangan layar hitam diganti layar putih, itu terkesan sama.",story layak layar hitam ganti layar putih kes,-1
Game kapitalis,kapitalis,3
Bagus mungkin harus lebih di ringankan untuk game terkadang background pertarungan hilang.,ringan terkadang background tarung hilang,-1
"game nya bagus, story nya cukup oke, gameplay nya keren, animasi nya bagus bgt, desain char nya keren, ya ni game bagus lah",story animasi desain char,11
Gud banner,banner,27
semoga kuat ga meledakk,moga kuat meledakk,-1
"Tidak pernah Kecewa dengan kualitas dari Hoyoverse, tetapi game yang sudah saya install masih stuck pada layar awal.... semangat untuk staff Hoyoverse",kecewa kualitas install stuck layar staff,-1
Berat banget njir gw aja yang ram nya 6gb ngeframe-ngeframe abis bisa warp terus restart sendiri abis login/pas login padahal genshin kuat hadeh,berat njir ram gb ngeframe ngeframe abis warp restart abis login login genshin kuat hadeh,-1
Game sangat bagus banyak bansos,bansos,-1
Saya berharap ada karakter colab dari Genshin seperti honkai impact dulu yang kedatangan karakter fiscl dan keqing👍,harap karakter colab genshin honkai impact datang karakter fiscl keqing,8
"The hell bro, baru juga gw mau download dalamnya ni game udh ngcrash aja hp gw, perasaan honkai impact aj gak sampe ngecrash gw mainnya, the hell lah🗿😔",hell bro download dalam ngcrash hp asa honkai impact aj sampe ngecrash main hell,-1
usahakan kalau kalah rate off jangan mentok pity lah,usaha kalah rate mentok pity,0
"You disappoint me, Hoyo.",disappoint hoyo,-1
"Ni game powercreepnya gila bet njir, sumpah bayangin gw udah cape cape build karakter bahkan gw spend duit gw buat E6 Karakter meta gw,malah kepowercreep termakan waktu oleh patch kedepan,plislah Hoyoo jan gini dongg,masa iya gw kudu spend duit lagi buat char yang gw gak mau tapi diperluin buat konten endgame kedepan. . .",powercreepnya gila bet njir sumpah bayangin cape cape build karakter spend duit e karakter meta kepowercreep makan patch depan plislah hoyoo jan gin dongg iya kudu spend duit char diperluin konten endgame depan,12
"kalau mau bikin metanya jomplang terus tiap patch mending sekalian bikin game kompe ysng yang bisa saling pvp antar karakter, lah ini game casual ngapain ngebikin playernya kesusahan? hp inflation dan karakter yang selalu powercreep udah mulai enek dengan cara pembawaan sampah kaya gini",meta jomplang patch mending kompe ysng pvp karakter casual ngebikin playernya susah hp inflation karakter powercreep enek bawa sampah kaya gin,-1
"Game ini sangat seru,tetapi katika aku menggacha pasti keluar sendiri",katika menggacha,6
"Selama saya main dari patch 1.2 game ini sangat seru dan ramah untuk Player f2p, walau banyak yang mempermasalahkan soal global passive, powercrepp, hp inflasi. Selagi tidak berlebihan sih saya wajarkan saja, saya bermain game ini sih fun-fun aja tidak ada masalah kendala apapun, Intinya ini game Baik sangat ramah f2p, Sangkyuu....",patch ramah player f p masalah global passive powercrepp hp inflasi selagi wajar main fun fun kendala apa inti ramah f p sangkyuu,1
"Kok semenjak update terbaru aplikasinya sering Force Close padahal memori internal masih lega, sinyal lancar",semenjak update baru aplikasi force close memori internal lega sinyal lancar,26
Piing merah terus pity,piing merah pity,2
"Bang kenapa yaa ini bug, map-nya GK ada susah lihat jalannya,harus kah aku main pake ultra insting?. Tolong ya di perbaiki bugnya😁😁",bang yaa bug map susah lihat jalan kah pake ultra insting baik bugnya,23
"Can the developer make a Gift Sistem form 1 player and another player to gift a item form inventory, and can you guys make a multiplayer gacha",developer gift sistem form player another player gift item form inventory guys multiplayer gacha,4
"Kuharap Nicholas Leung (pengisi suara Danheng) bisa mendapat kepastian pekerjaan dan mau kembali bekerja. Danheng adalah tim inti dari si protagonis dan penjaga kru trailblazers. Tidak mungkinkan penjaga hilang secara cepat kecuali gimnya mau tamat, apakah demikian? turn-based",harap nicholas leung isi suara danheng pasti kerja danheng tim inti protagonis jaga kru trailblazers mungkin jaga hilang cepat kecuali gim tamat turn based,1
Tidak ada komen,komen,-1
keren coy maen dari awal rilis nih bos uid 8000,maen rilis nih bos uid,-1
"Tidak tahu apa yang salah, tiap main ini hp langsung bau gosong dan panas, padahal di genshin tidak begitu",salah hp langsung bau gosong panas genshin,-1
Aplikasi nya bagus tapi masih ada kurang nya jadi aku kasih bintang 4 dulu,aplikasi bintang,3
4.0 like past please,past,13
"Aku sudah kasi bintang 5,tolong kasi aku menang rate off dan low pity pliss😡😡😡",bintang menang rate low pity,0
