content,clean_final
"Sangat mantap, keren, indah, dan luar biasa, walaupun saya tidak hoki",indah hoki
Please give my account rate on banner archeron 🥺 turn-based,give account rate banner archeron turn based
kecewa gw kalah rate off gacha 2banner anj,kecewa kalah rate gacha banner anj
Story nya bagus (kecuali xianzhou),story kecuali xianzhou
Masih belum bisa log in menggunakan email ataupun Facebook Tolong segera diperbaiki,log email facebook baik
"Seru cuy nyeselsih kalo gk nyoba ni game walau download datanya bikin storage menangis, i rec this game ⭐⭐⭐⭐",cuy nyeselsih nyoba download data storage menang rec
Nice game oke gacha,gacha
banyakin exp dong :(( gacha,banyak exp gacha
"HSR ini asik dan g pelit juga. Kalau update aku g masalah sama puzzle², Soal Karakter² aku jga suka aj, karena desain karakter itu menurut planetny mereka. Dan juga aku g masalahkan soal update sekarang, Yng penting santai aja main, gaperlu banyak mau ini itu. Cukup santai aja, update-update asik dan seru bngt. My Fav game, Thank you HoYo.",hsr asik pelit update puzzle karakter suka aj desain karakter planetny masalah update santai gaperlu santai update update asik fav hoyo
"Dari 1.0 sampai penacony selalu enjoy main ni game, setelah ada banner firefly dan seterusnya entah kenapa jadi susah enjoy dari story, event di game, combat di game jadi rada hambar. Dan mengharuskan kita gacha karakter baru...",penacony enjoy banner firefly susah enjoy story event combat rada hambar harus gacha karakter
"Untuk grafik, Krakter, Disaian,Alur cerita menarik bagus, banyak Event setiap bulannya, banyak hadiahnya, gk pelit, gk kaya gem sebelah biar pun satu pemiliknya. Tapi ada masalahnya terkadang suka ngebuk, Terus ngasih musuh kuat², boleh ngasih musuh kuat tapi tolong dong kan gk semua player punya krakter yg bagus dan pas buat ngelawan musuhnya, jadi saran saya untuk musuhnya tolong jangan yg terlalu berlebihan, kesian yg baru main, yg gk punya krakter yg pas, apa lagi kalo yg mainnya alami. gacha",grafik krakter sai alur cerita tarik event bulan hadiah pelit kaya belah biar milik terkadang suka ngebuk musuh kuat musuh kuat player krakter ngelawan musuh saran musuh kesi krakter main alami gacha
Goid,goid
BAGUS banget bang,bang
best banner,banner
"Bagus game nya tapi ini masalahnya nih di update data nya ulang ulang, tadi udah bisa main tapi di pindah kan ke update data mulu gk abis abis",nih update data ulang ulang pindah update data mulu abis abis
"boring , unlepaa",boring unlepaa
"Suka saya gameplaynya , tapi moga aja size nya gak gede gede amat minimal 15 gb aja walaupun mustahil wkwk. Ini kan game dari hotovers jadi wajar aja lah.",suka gameplaynya size gede gede minimal gb mustahil wkwk hotovers wajar
Malah sering stuck di loading sekarang banner,stuck loading banner
"Mohon maaf kepada Dev honkai star rail Saya mau tanya kenapa saya stack loading di chapter 2 xianzou ya,sedangkan sebelumnya tidak ada kendala apapun Padahal saya sangat menikmati gameplay serta alur ceritanya",maaf dev honkai star rail stack loading chapter xianzou kendala apa nikmat alur cerita
"lebay lu yg bilang powercreep,apalah.itu mah skill issue",lebay bilang powercreep apa mah skill issue
Game hebat,hebat
"game terlalu mudah untuk di cheat di pc/computer , pemilik game nya gk ad kemajuan dalam ban player cheat",mudah cheat pc computer milik ad maju ban player cheat
"Perkembangan game ga terstruktur dengan baik. Karakter bintang 5 cuma jadi barang jualan untuk memaksimalkan pendapatan tapi ga dipertimbangkan dengan aspek-aspek lain dalam game. Saya rasa hoyoverse tidak kekurangan staff, juga tidak kekurangan kreatifitas ataupun dana. Ini seharusnya bisa dihindari dengan tim pengembangan yang mempertimbangkan Kesinambungan Karakter dengan Lore/cerita, (termasuk elemen dan kemampuan). Tidak apa jika rilis karakter tertunda beberapa patch, tapi hasil maksimal",kembang struktur karakter bintang barang jual maksimal dapat timbang aspek aspek kurang staff kurang kreatifitas dana hindar tim kembang timbang sinambung karakter lore cerita elemen mampu rilis karakter tunda patch hasil maksimal
Baik baik game sigma update,sigma update
Game gacor parah,gacor parah
KECEWA BERAT,kecewa berat
Device snapdragon 865 ram 8/256 sering mengalami force close dan frame drop dengan settingan medium 30fps after update patch 1.5,device snapdragon ram alami force close frame drop settingan medium fps update patch
"Tadi udah nyoba game nya gameplay turn base oke banget, cerita untuk di awal juga oke apalagi gacha bagus banget :v tapi sayang nya pas mau ganti grafik dari sangat rendah menjadi sedang bukan nya jadi bagus grafik malah jadi putih semua, ini saya doang atau emng bug nya? mohon di perbaiki yaa",nyoba turn base cerita gacha v sayang ganti grafik rendah grafik putih doang emng bug baik yaa
"gacha busuk, pity terooos",gacha busuk pity terooos
"game-nya bagus, tapi setelah update sangat sulit untuk log in karena selalu forced close. padahal sebelumnya tidak pernah begini.",update sulit log forced close
Game top mirip2 gens tapi versi lebih ringannya,top gens versi ringan
Love the story!!!,story
"Gamenya seru, bansosnya mantap Wak, tapi hp gw udah gakuat😥",bansosnya wak hp gakuat
"Akun sudah 6 bulan lebih nempel di device gak ada masalah, udah jadi akunnya bisa clear all end game konten malah tiba"" Too many request gak bisa login sama sekali kecewa berat Saya lag",akun nempel device akun clear end konten many request login kecewa berat lag
"Game keren bagus sangat mantap grapik memujakan cutscene gelo parah, story absolute cinema 🙌🏻",grapik puja cutscene gelo parah story absolute cema
"musuhnya tebel bat dah lama lama hpnya, buat apa jual karakter lawas kalo udah ngga bisa dipakek coba.",musuh tebel bat hpnya jual karakter lawas dipakek coba
GLOBAL PASSIVE MANTAP! lag,global passive lag
"Hoyo Hp inflation Udah ke lewat batas, masa Hp floor 12 3.0 sama kayak floor 10 3.1. dan lambatkan powercreep nya powercreep itu gapapa tapi jangan cepet baget masa belum 9 patch udah jelek banget (di genshin&zzz tidak seperti itu). Itu aja, selainnya bagus untuk saat ini, liat dulu 3.2. story 3.2 ampas banget, yang bagus cuma plot twist mc, part anaxa, sama part AE dan the herta. sisanya biasa aja dan cuma jualan castorice doang. -1 bintang (bintang 5 => bintang 4)",hoyo hp inflation batas hp floor floor lambat powercreep powercreep gapapa cepet baget patch jelek genshin zzz selain lihat story ampas plot twist mc part anaxa part ae herta sisa jual castorice doang bintang bintang bintang
Nyesal nyesal loading aja butuh berjam jam dah tu gk bisa lagi,nyesal nyesal loading butuh jam jam tu
Masih tidak stabil untuk performa hp saya,stabil performa hp
Panjang umur game baik pity,umur pity
"gameplay bagus dan cara bertarung nya bervariasi jadi ga bosen,Gw seneng maen pas ada update event dan story, semoga update kedepannya lebih bagus😁👍",tarung variasi bosan neng maen update event story moga update depan
Udah kaga bisa main game nya berhenti,henti
Seruu banget cuyy!! hehw .. wajib download sii kalian bagi yg belumm. lag,seruu cuyy hehw wajib download sii belumm lag
nyerang nya giliran gitu gak seru yang ada jenuh kebanyakan cerita lagi parah,serang gilir gitu jenuh banyak cerita parah
Eventnya rasis amat sama free to play ajg update,eventnya ras free ajg update
"Satu kata ""Perfect""",perfect
Udah install 2 kali sampe nge hapus sekali terus download lagi. Tetep aja ga bisa masuk. Login error lah. Padahal cara yg gue pake sama kek pas masuk ke genshin. Game rusak.... Mau dimainin malah ribet. Btw gua download nya hari ini ya Tod. Udah lewat dari tanggal 26.,install kali sampe nge hapus download tetep masuk login error pake masuk genshin rusak dimainin ribet btw download tod tanggal
"Gamenya bagus banget, mulai dari desain karakter, musik, skill, mekanisme, semuanya bagus bet😭😭.",desain karakter musik skill mekanisme bet
Bagus game gravik nya meskipun udh rendah lalu mantap dah,gravik rendah
"aseli, ini game alur ceritanya mindblowing banget. kisah kasakternya juga woww😵‍💫😵‍💫 terlebih lagi, anti kikir😋",aseli alur cerita mindblowing kisah kasakternya woww anti kikir
"i got interested bout this game, but some how the dev getting greed on every update patch. they increase mob's HP, the old character's damage little bit low and how we can got 3 stars on end games content. and now the future update got ""global passive"" form castorice. its time to leave.",got interested bout dev getting greed every update patch increase mob hp old character damage little bit low got stars end games content future update got global passive form castorice time leave
NERF SUNDAY AJG GW MAU LIAT STORY NGEN,nerf sunday ajg lihat story ngen
Perfect gacha,perfect gacha
hsr terbaik yeayy update,hsr baik yeayy update
Sehat sehat game baik (kasih gw e2 jingyuan dong) gacha,e jingyuan gacha
Wah keren sih tapi aku suka yae Miko chwann,suka yae miko chwann
"Game nya seru bertema anime² gitu, grafik nya juga bagus bgt, bisa explore juga, tapi setiap mau masuk ke game habis memuat kenapa harus error 3 kali biar bisa masuk :( mohon diperbaiki yaa biar gk bosen pas mau masuk harus nunggu lama. Aku gtw sih cmn aku doang apa ngga tapi itu ngeselin bgt. Edit: setelah update udh gk ada error 3 kali lagi, tapi skrg saat masuk malah blm ke loading semua, maksudnya kyk lantainya bolong, dinding nya bolong, itu malah bikin lebih kesel🙃",tema anime gitu grafik explore masuk habis muat error kali biar masuk baik yaa biar bosan masuk tunggu gtw doang ngeselin edit update error kali skrg masuk loading maksud lantai bolong dinding bolong kesel
gacha wangy terusin,gacha wangy terusin
Bagus dr segi apapaun jg,dr segi apapaun
"tiba tiba gak bisa login, jaringan Error. padahal buka game lain lancar",login jaring error buka lancar
2 akun banner std newbie dapet yanqing apalah 😠 turn-based,akun banner std newbie yanqing apa turn based
"Tolong buat mode controller support mode gamepad playstasion dong ,jgn cuman mode xbox doang pliss. Kalo bisa malah game2 hoyoverse support controller PS. lag",mode controller support mode gamepad playstasion cuman mode xbox doang support controller ps lag
"Story & Music bagus, gk kalah dari para pendahulunya. Bansos juga lancar, desain karakternya kreatif. Overall bagus sih bintang 5 lah. Tapi kalo gk dapet E6 Herta, auto bintang 1",story music kalah dahulu bansos lancar desain karakter kreatif overall bintang e herta auto bintang
Gila sumber dayanya 13 gb,gila sumber daya gb
"Pokoknya game ini bagus ...semoga aku bisa dapat Acheron😭, Black Swan ma Sparkle gk dapet2 pas gacha anjim🤧😭",pokok moga acheron black swan sparkle gacha anjim
"Game ini sangat menyenangkan untuk dimainkan, storynya bagus dan seru untuk di ikuti, gameplay dari karakternya sangat menarik, apalagi desain karakternya tidak kalah keren dengan game lain, overall ini game sangat bagus 👍 turn-based",senang main cerita ikut karakter tarik desain karakter kalah overall turn based
Perbanyak event-nya lagi min pity,banyak event pity
"Download Daleman lama lama pake wifi eh pas giliran sisah 63MB error alasan gagal jaringan, wifi aman aja data juga gak bisa aneeh aneeh jwdi males buat mainnya padahal baru mau nyobain game hoyo jadi gak tertarik lagi",download dalem pake wifi eh gilir sisah mb error alas gagal jaring wifi aman data aneeh aneeh jwdi males main nyobain hoyo tarik
Buat yang ram hp nya kecil kyaknya susah banner,ram hp kyaknya susah banner
"Rusak rusak, ini kenapa setelah update 1.1 kok nggak nyaman banget mainnya, bangunan bangunan disekitar kok pada ilang ilang, kemarin pas 1.0 masalahnya cuman login eror tapi masih bisa lah klo berkali kali, tapi kali ini kok bisa badan keretanya ilang setengah ya pas waktu login screen. Yah saya cuman bisa ngomong tentang masalah bug bangunan ilang ilang ini aja, konten game dan gameplay main emang enak lah dan bagus, untung aja walau bug gini masih bisa dapat silver wolf hehe, thank you",rusak rusak update nyaman main bangun bangun sekitar ilang ilang kemarin cuman login eror kali kali kali badan kereta ilang login screen yah cuman ngomong bug bangun ilang ilang konten enak untung bug gin silver wolf hehe
Puk turn-based,puk turn based
Aku suka game nya tapi dihp ku ngebug kota nya menghilang tolong fix bug nya mihoyo🙏🏿😔🙏🏿,suka dihp ku bug kota hilang fix bug mihoyo
"Permisi sebelum nya untuk developer,saya pemain dari PC/Laptop,dan saya ingin bermain di hp namun tidak bisa di launch,Spek yang saya gunakan Snapdragon 665, gmn permasalahan agar saya bisa bermain di PC + Hp? turn-based",permisi developer main pc laptop main hp launch spek snapdragon masalah main pc hp turn based
story bagus banget mantap,story
(Orang Pertama yang mengomentari),orang komentar
Baru masuk beberapa menit pas main tiba tiba keluar dan malah ngulang,masuk menit ngulang
Semoga bansos nya lancar 😇😇😇,moga bansos lancar
"Tolong lebih di optimalkan lagi game ini,saya main genshin impact grafik rendah aja bisa lancar tapi waktu main Honkai Star Rail di grafik rendah malah terjadi Patah patah",optimal genshin impact grafik rendah lancar honkai star rail grafik rendah patah patah
"The best Hoyoverse game that i ever played. Walau pun gameplay nya kayak gitu tapi ga ngebosenin sama sekali, karakternya juga bagus semua worth to top up & play!",ever played gitu ngebosenin karakter worth top
I love playing Honkai Star Rail so much,playing honkai star rail much
"If you are looking for a gimmick, this game 100% for you.",looking gimmick
"Powercreep, hp inflasion, black screen, borong story",powercreep hp inflasion black screen borong story
update kali ini kenapa ya di aku yanqing nya ngebug? pas lawan yanqing itu selalu keluar paksa dan itu mau login ke dalam game pun susah banner,update kali yanqing bug lawan yanqing paksa login susah banner
"developer budeg di feedback ga denger sama sekali, tidak ada yang suka global passive, kalian sama saja memaksakan gacha karakter walau tak suka demi buff permanen di lingkungan POWERCREEP yang amat sangat parah ditambah dengan inflasi HP dan juga mekanik bos endgame memiliki mekanik yang mengharuskan menggunakan karakter baru. Saya player HSR sejak rilis sangatlah kecewa terhadap perkembangan game ini. Uninstall telah kulakukan, selamat tinggal hsr, it's a been a good run.",developer budeg feedback denger suka global passive paksa gacha karakter suka buff permanen lingkung powercreep parah tambah inflasi hp mekanik bos endgame milik mekanik harus karakter player hsr rilis kecewa kembang uninstall laku selamat tinggal hsr run
Semua udah bagus... Cuma sayang gak bisa multiplayer,sayang multiplayer
Ini masih tahap pra unduh ya adik-adik,tahap pra unduh adik adik
"Aku beri Bintang 5 karena Mama Kafka Pulang, Terimakasih Mihoyo 👍",bintang mama kafka pulang mihoyo
Mantap!!!!!! gacha,gacha
"Saya mengalami keluhan, saya sudah tidak memiliki konten untuk mendapatkan stelar jade lagi musuhnya terlalu kuat 😭😭 build tim terlalu sulit karena mahal banget udah itu sampe sekarang gacha banner Fu Xuan ga dapat² padahal udah pity 79 tolong bantuannya developer",alami keluh milik konten stelar jade musuh kuat build tim sulit mahal sampe gacha banner fu xuan pity bantu developer
Good update,update
Game nya bagus gua suka mekanisme gamenya yang seru dan story nya yang Mayan bagus apalagi momih kafka tapi yang gua gasuka loading screen nya lag banget jadi pas mau login jadi males,suka mekanisme story lumayan momih kafka gasuka loading screen lag login males
Gg gimang,gimang
power creep nya mohon dikurangi ya hoyo🤭😂🧢,power creep rang hoyo
Gak bisa masuk ke dalam game udah coba berulang kali tetap gak bisa dan memory gak penuh. mohon perbaikan,masuk coba ulang kali memory penuh baik
Game yang menarik dan mengibur turn-based,tarik mengibur turn based
Bansos banyak hoyoverse,bansos
Nggak bisa buka sama sekali honkai star rail nya cmn pas pencet aplikasi black screen 5-7 dtk terus force close,buka honkai star rail pencet aplikasi black screen dtk force close
"gua mau menyampaikan kalo gua sakit hati banget karena ga pernah menang rate off( ya jadi setiap dapet b5 limit setelahnya pasti dapet b5 standar). tolong ya buat pihak hsr, udah mah selalu dapet b5 di pity yang tinggi(70 keatas) tolong kasih jaminan bakal menang rate off se enggak nya sekali aja setelah dapet b5 limit. gua ngerasa bosen banget tiap main hsr ga pernah menang 50/50 padahal udah level 58. tolong pertimbangkan lagi ya pihak hsr.",sakit hati menang rate b limit telah b standar hsr mah b pity atas jamin menang rate b limit ngerasa bosan hsr menang level timbang hsr
baguss,baguss
Untuk gameplay untuk divice saya lumayan memadai tetapi ada sedikit keluhan dimana saat scrol ke atas ke menu data terasa frame drop yang sangat membuat saya tidak nyaman saat bermain padahal saya main game yang lebih berat seperti ghensin dan car x streat biasa² saja.Saya tidak tau apakah itu suatu bug atau HP saya yang tidak mendukung kegiatan tersebut tapi saya mohon untuk mencarikan solusi atas masalah tersebut agar pengalaman bermain saya lebih terasa nyaman.,divice lumayan pada keluh mana scrol menu data frame drop nyaman main berat ghensin car x streat tau bug hp dukung giat cari solusi alam main nyaman
I want stelle ponytail😭,want stelle ponytail
"Happy 2nd Anniversary Honkai: Star Rail, semoga konten endgamenya lebih menarik lagi. update",happy nd anniversary honkai star rail moga konten endgamenya tarik update
Gacha gw mana woy lah 😡,gacha woy
Tolong buatin co-op dong mau main sama kawan banner,buat co op kawan banner
Baru aja update g bisa buka gamenya padahal wifi bagus trus storage masih banyak,update buka wifi storage
Cara build archeron kek mana?,build archeron
"Game ini sangat memuaskan saya. Tapi entah kenapa sekarang ini sering ngebug game nya tiba-tiba gambar nya hilang dan nyangkut serta tidak bisa di pencet, sekian dari saya tanks mihoyo. gacha",muas bug gambar hilang nyangkut pencet sekian tanks mihoyo gacha
Karena saya pecinta game Turn-base jadi game ini menurut saya bagus dari segi cerita dan mekanisme permainannya. Ditambah lagi graphik dan voice over yang bagus. 😁👍 pity,cinta turn base segi cerita mekanisme main tambah graphik voice pity
"Selalu gagal login kode 1001_2,sedangkan teman saya main login nya lancar pity",gagal login kode teman login lancar pity
"Walau belum mencoba, pasti bagus",coba
Rekomen untuk tidak hp kentang yah saya pengguna m12 dijamin ngga bisa masuk :v,rekomen hp kentang yah guna jamin masuk v
Tetap semangat hoyovers dan makin berjaya dan semoga ini game bisa menjadi populer di kalangan semua gamers amiiiinnnn lag,hoyovers jaya moga populer kalang gamers amiiiinnnn lag
player nya suka yoimiya kek orang stress,player suka yoimiya orang stress
Udah gak ada lawan perfect game mobile saat ini,lawan perfect mobile
knp si pas di donlownd itu lama banget,donlownd
"Kekhawatiran muncul mengenai ""global passive"" yang baru-baru ini diperkenalkan dan bagaimana hal ini, bersama dengan peningkatan kekuatan musuh, membuat karakter-karakter lama menjadi kurang berguna atau ""powercrept"". bikin boring kalo cuma ngandelin karakter baru buat kelar konten. story yang terlalu panjang dari story sebelumnya walaupun masih bagus gk cocok buat player baru ngabisin banyak waktu",khawatir muncul global passive kenal tingkat kuat musuh karakter karakter guna powercrept boring ngandelin karakter kelar konten story story cocok player ngabisin
Thanks for low pity,low pity
Banyak bansos dan tidak mudah bosan,bansos mudah bosan
"overall sudah bagus, saran saya tambah pengaturan untuk teks demage agar bisa di hilangkan, karena saya sering mengalami frame drop pada saat bermain di simulated univers yang dimana teks demage terlalu banyak dan besar, Terima kasih. 😁",overall saran atur teks dage hilang alami frame drop main simulated univers mana teks dage
Sehat selalu game baik gacha,gacha
Bagus banget game nya ketagihan banget sih moga update nya g terlalu tinggi naik GB nya,tagih update gb
"Yang ngasih rating bintang 1,kebanyakan yang main skil isuee main asal asalan semua game ada mekaniknya kalo mau gamplay lancar bisa sampe end game usahain pelajari kit karakternya",rating bintang banyak skil isuee asal mekanik lancar sampe end usahain ajar kit karakter
"Itu yg ngasih bintang 1 di tgl 23 sama 24 ada masalah apa sih hidupnya,jelas"" udh di tulis tgl 26 jam 10 rilis ehh malah koar"" gabisa masuk🤣 kalian sangat lawak seperti badut, btw lumayan lah gamenya tapi genshin tetap no 1 sih🤙",bintang tgl hidup tulis tgl jam rilis ehh koar gabisa masuk lawak badut btw lumayan genshin
Karakter orange nya susah didapat padahal gacha sudah 40x.. Need KAFKA 😁😁,karakter orange susah gacha x need kafka
Best game of the year 2023 !!!,year
"ini entah bug atau memang renderingnya yang bermasalah, ini bukan patah2 lagi, bahkan sampe force close terus menerus, prasaan saya main minecraft genshin impac dan game2 berat lainnya lancar2 saja, masa main game ini yang hanya sekitar 2-3 GB saja kaya berat banget. turn-based",bug renderingnya masalah patah sampe force close terus prasaan minecraft genshin impac berat lancar gb kaya berat turn based
"Min fix bug event LUKA yang lagi tarung, sering macet disana",fix bug event luka tarung macet sana
Maaf saya kasih bintang 3 soalnya belum support untuk semua gamepad😢 banner,maaf bintang support gamepad banner
Tolong updatenya jangan besar bangat 😭 gacha,updatenya bangat gacha
"Game mantap sekali untuk ,freeplayer ga pelit grafis oke..cuman sizenya itu sudah 20GB keatas🥲,untuk yg hp kentang pasti lag ini game",freeplayer pelit grafis cuman sizenya gb atas hp kentang lag
Mantapp gw dpt bladie makasih HSR,mantapp bladie hsr
"game nya sekarang udh gak have fun lagi... char b4 GK bakalan rilis kalo powercreep nya brutal gini, story nya jga susah di cerna kalau gk bener2 mikirin apa yg di sampein... pasrah aja lah... makasih mihoyo👍",fun char b rilis powercreep brutal gin story susah cerna bener mikirin sampein pasrah mihoyo
almakk,almakk
tidak suka -100,suka
Coba dulu wkwkwk,coba wkwkwk
"Favorite game baik, gk kaya sebelah banyak2 bersyukur",favorite kaya belah syukur
WUAAAANGYYYY HUHA HUHAAAA,wuaaaangyyyy huha huhaaaa
"Overall udh bagus, tpi kesel bgt sm fans² hsr yg g bisa bgt g nyenggol² fans² game hoyo yg lain ntah itu genshin, hi3, zzz disenggol semua, mereka mengganggap hsr itu yg paling WAW gtu paling niat story pling bgs dll, pdhl semua game itu punya kelebihan dan kekurangan nya masing-masing jd g usah di banding-bandingin.",overall kesel fans hsr nyenggol fans hoyo ntah genshin hi zzz senggol mengganggap hsr waw gtu niat story pling dll pdhl lebih kurang banding bandingin
generous. love it gacha,generous gacha
Top lah,top
oh my god kafka,oh god kafka
Pelit lag,pelit lag
Wah ngeri juga game satu ini sekali update game 6GB lebih.. wah udah hp gw rip... Rip hp gw dah cukup makasih udah menemaniku saat pertama kali rilis :( pity,ngeri update gb hp rip rip hp teman kali rilis pity
saya ingin lost Netherland atau area ultimate dari castorice lebih di optimisasi karena area tersebut menyebabkan lag berlebihan pada saat melawan boss,lost netherland area ultimate castorice optimisasi area sebab lag lawan boss
"game nya bener bener bagus mulai dari gameplay nya, segi permainan nya visual juga itu bener bener udh bagus pokoknya",bener bener segi main visual bener bener pokok
aku sangat suka game baik,suka
"Grafik bagus, gacha ampasss 👎👎",grafik gacha ampasss
Udah coba login 20x enggak masuk2 juga apa2 an ini,coba login x masuk
Good ahhh.,ahhh
gatau intinya gw rela nabung buat ganti hp biar bisa main ni game,inti rela nabung ganti hp biar
waifunya banyak,waifunya
Add fairies like in Honkai 3 to make it more interesting and funny,add fairies honkai interesting funny
"ciamikk rekk, Terima kasih gem baikk😹😹😹💯💯💯👍🏻👍🏻👍🏻 lag",ciamikk rekk baikk lag
Pe tolong loncatin gweh ke Penacony,pe loncatin penacony
Kenapa saya memberikan bintang 1 karena saya ga bisa login udah cape cape nungguin download nya malah ga bisa login perbaiki lagi dong gacha,bintang login cape cape nungguin download login baik gacha
"Developer dng0, gw udah top up google play tapi pas giliran mau top up di game lu malah tidak ke detected. Gw coba di game lain untuk memastikan dan emang bener di game lu ga ke detected",developer dng top google gilir top detected coba bener detected
Ditunggu update berikutnya,tunggu update
sering gangguan sinyal padahal sinyal bagus saja tapi malah logout terus pas lagi lawan bos jadinya ngulang tolong diperbaiki,ganggu sinyal sinyal logout lawan bos ngulang baik
"Bagus banget, suka sama gamenya mihoyo ramah banget buat f2p, ga bikin stress bisa di pause jadi klo ada kejadian ga terduga ga kesel. Love you MIHOYOOOOOOOO 😘😘😘😘😘",suka mihoyo ramah f p stress pause jadi duga kesel mihoyoooooooo
remove global passive gacha,remove global passive gacha
"gua sempat berpikir awal mula char 5* op semenjak rilis Acheron kerena mengabaikan weakness musuh sudah op menurut ku pengubah meta gameplay hsr, sekarang lo rilis char yg ada global pasif tambah sulit lagi ini game bagi player casual yg cuma gacha char yg disuka tapi pada akhirnya tidak ngangkat di end game this not FUN, btw char 4* new mana sdh di hapus dari project kh 5* mulu yg keluar :v, lupa ya ada char 4* sebagai alternatif char 5*. sekian dari saya Terima kasih. ❤ banner",pikir char op semenjak rilis acheron rena abai weakness musuh op ku ubah meta hsr lo rilis char global pasif sulit player casual gacha char suka ngangkat end fun btw char new sdh hapus project kh mulu v lupa char alternatif char sekian banner
Gimme co-op feature hoyovers I want Play with my friend,gimme co op feature hoyovers want friend
"semua terasa beda setelah patch Rappa, powercreep parah, storytelling parah, pendapatan tinggi tpi gak keliatan improvement nya, collab gk ada kejelasan. bye, daripada nunggu janji improvement mending uninstall aja",beda patch rappa powercreep parah storytelling parah dapat liat improvement collab jelas bye tunggu janji improvement mending uninstall
"Story semakin hari semakin seru, event baru juga lebih seru daripada event sebelumnya, YANG PLING PENTING BANSOS NYA MAKIN LANCAT LET'SS GOO! ily hsr lag",story event event pling bansos lancat let ss goo ily hsr lag
"Game ga jelas masa mau login ke akun utama aja gabisa.. Keterangannya selalu sama ""terlalu banyak permintaan"" gitu aja terus dari kemarin..",login akun utama gabisa terang minta gitu kemarin
Mohon yowoverse bisa mengatasi bug android kalo kita masuk ke game ga kelihatan apa apa malah jadi invisible mohon di perbaiki,yowoverse atas bug android masuk invisible baik
Niceee,niceee
Game yang udah lama ditunggu tunggu akhirnya udah rilisss gak sabar nyobain pas tanggal 26,tunggu tunggu rilisss sabar nyobain tanggal
no comment!!,comment
"Secara gameplay gak membosankan dan memberi kesan yang unik gitu, ada story yang bagus dan desain karakter juga saya suka banget! Bintang lima untuk Mih Oyo ☆☆☆☆☆",bosan kesan unik gitu story desain karakter suka bintang mih oyo
Habis update ngak bisa login pasti ada tulisan Login eror 1000_3 Tolong segera di fix Dari pada w pindah game sebelah,habis update login tulis login eror fix pindah belah
Waaaw,waaaw
"Ada suami saya di sana, ganteng²☺",suami ganteng
"Dah lah gua pensi Maen Zenless Zone Zero, perangkat hp gua dah gak memumpuni/kompetible lagi.------------------------------------ Balik maen Honkay Star Rail dah, Soalnya gamenya ramah di hp gua, gak kayak ZZZ🗿.------------------------------------- Hell nah",pensi maen zenless zone zero perangkat hp mumpuni kompetible maen honkay star rail ramah hp zzz hell
Game sampah gacha kasih gw hoki lah tau tutup aja ni game,sampah gacha hoki tau tutup
tolong lah kalo kasi bos anak buah nya damake nya juga jngn sakit sakit pity,bos anak buah damake jngn sakit sakit pity
"Pas baca review kaget loh banyak yang komplain musuh susah. I mean, your playing turn based game dude. Bikin strategi lah, build karakter, farm relic, sama meluangkan waktu. Kalo ngak bisa ngalahin musuh/bos ya coba lagi aja lah sampe bisa dan bukan memberikan rate bintang 1. Review ku: • Gamenya mudah dipelajari kalo mau belajar. • Gacha ku ngak ku masukin ke review karena itu bukan karena gamenya tapi karena KEBERUNTUNGAN. • Ngak ada masalah susah login spek hp: Poco M5s, CPU:MTK G95 Ram 8G",baca review kaget loh komplain musuh susah mean playing turn based dude strategi build karakter farm relic luang ngalahin musuh bos coba sampe rate bintang review ku mudah ajar ajar gacha ku ku masukin review untung susah login spek hp poco cpu mtk ram
loginya lama banget jadi aku kasih bintang 4 aj ya pity,log bintang aj pity
keren bgt banner,banner
New map when ?,new map
haduh update,haduh update
Udh cukup bagus tapi ada misi kecil yang sering frez,misi frez
"gua bingung nih,pas masuk di suruh download 23 GB,itu harus ter download semua?soalnya gak bisa masuk kalo gak di download, kalau harus download semua mendingan gua uninstall aja. banner",bingung nih masuk suruh download gb ter download masuk download download mending uninstall banner
"don't install, this game has crazy powercreep",install crazy powercreep
Absolute cinema,absolute cema
Tambahkan fitur event berupa Co-op bersama teman,tambah fitur event co op teman
sudah setaun main ni nih game ga ada bosenya pity,taun nih bosenya pity
Kenapa loginnya selalu eror,loginnya eror
best game mobile,mobile
"Honkai Star Rail sangat bagus mulai dari story, karakter sama lainnya ya udah mantep.. Semoga gacha bisa menang rate off.. Banyak bansos stellar jade.. Terima kasih dev baik..",honkai star rail story karakter moga gacha menang rate bansos stellar jade dev
"KSJSKSHSJ INII GAMEE PLZZ, MAKASII HOYOO UDAH BIKIN GAMEE INII. jujur ak bru mainn, jadii nya masii seruu seruu nyaa sii. aku sukaa bammgett samaa story, design karakternya yangg baguss gitu, battle, teruss amaa bansos hehe. dan update baru2 ini menurutkuu baguss sii. oiya, ini udh mwu aniv ke-2 jadii, METT ANNIVERSARY KEDUAA YAQWH :D turn-based",ksjskshsj ini gamee plzz makasii hoyoo gamee ini jujur bru mainn jadi masii seruu seruu nyaa sii sukaa bammgett samaa story design karakter yangg baguss gitu battle teruss amaa bansos hehe update menurutkuu baguss sii oiya mwu aniv jadi mett anniversary keduaa yaqwh turn based
mantap banner,banner
