original_index,content,clean_final
17375,"Bagus, saya suka",suka
17141,Suka banget sama gamenya,suka
23696,bagus. saya suka,suka
1227,"bagus, bagus, saya suka",suka
17624,"Game nya keren, bagus dan saya suka 🤗",suka
14840,Saya sangat suka game ini,suka
15379,Aku suka game nya bagus,suka
17908,Suka,suka
21101,suka,suka
12393,suka,suka
12169,GAME BAGUS AKU SUKA,suka
15060,Game paling yang aku suka ni,suka
21624,Saya suka,suka
25347,Aku suka ini,suka
1663,aku suka game ini,suka
1939,Saya sangat suka,suka
15069,"Saya sangat menyukai game ini , menurut saya gameplay dari game ini sudah baik",suka
20097,Sangat suka,suka
1932,geme ini bagus aku suka banget,suka
10880,Game ini sangat bagus saya suka,suka
20143,Suka banget sama game ini seru,suka
20208,Aku suka game ini,suka
10366,Saya sangat suka,suka
18652,Aku suka,suka
12246,Aku suka gamenya.,suka
18319,Suka.,suka
11019,Aku suka gem baik,suka
18843,Untuk saat ini aku menyukai game nya!,suka
18295,suka,suka
18719,Saya menyukai game ini,suka
21241,Tidak suka,suka
1753,gamenya bagus aku suka,suka
12319,Suka bgt sm game ini,suka
1716,Game nya bagus saya suka,suka
1995,suka bgt,suka
19971,Aku menyukai gamenya,suka
18271,Aku Suka ini Game,suka
4774,aku suka game ini🫣,suka
2435,game sangat bagus saya suka,suka
11877,Suka,suka
20869,Saya suka~,suka
11614,Ga suka gamenya,suka
17779,suka game ini,suka
12460,aku sangat suka game baik,suka
19833,Sangat amat bagus saya suka sekali,suka
11868,Suka bngt,suka
19514,Game yang sangat bagus saya menyukainya🤩😍,suka
12442,Mantap gw suka,suka
4293,GAME BAIK SAYA SUKA,suka
2019,sy sangat suka dengan game ini,suka
2267,game nya bagus banget saya suka 👍,suka
10834,Gamplay gamenya seru sekali aku suka,suka
19893,Saya suka krn bagus👍👍👍,suka
16849,Saya suka bansos,suka bansos
1741,aku suka bansos,suka bansos
11652,Aku Suka Firefly 😍,suka firefly
2331,"game bagus, saya suka firefly",suka firefly
7402,Aku suka firefly💯,suka firefly
2487,game nya bagus sya suka trus karakter nya banyak yg bagus,suka karakter
18748,Gamenya bgs sy suka semua karakternya,suka karakter
2564,"bagus banget, aku suka karakter nya!",suka karakter
10701,Aku suka sekali bermain game ini,suka main
20951,saya suka sangat permainan ni,suka main
22329,Suka game mihoyo,suka mihoyo
6812,"Seru, aku suka semua game yang di buat mihoyo",suka mihoyo
24067,Saya suka game mihoyo,suka mihoyo
4617,nice lah suka dengan gameplay nya sama story nya,suka story
24006,Bagus dan keren Aku suka story semua,suka story
3452,"bagus kok, suka bgt sama story ya",suka story
13343,Suka suka,suka suka
1877,gamenya bagus aku suka aku suka,suka suka
20435,Saya suka saya suka,suka suka
14901,Saya suka....saya suka....,suka suka
13003,suka suka,suka suka
15026,Saya suka saya suka,suka suka
8861,Aku suka turn base 😋,suka turn base
23633,Suka turn base,suka turn base
16107,Game nya bagus banget apalagi kesukaan saya turn base 😊,suka turn base
21206,"Seru, saya suka game turn based",suka turn based
24158,Aku suka turn based,suka turn based
23122,"Bagus banget, sukaa ya",sukaa
18530,sukaa,sukaa
20641,sukaa,sukaa
23175,Sukaaaa,sukaaaa
3027,sukaaaa 100%😍😍😍,sukaaaa
7073,Sukak aja😁,sukak
2474,sukak banget sama game ini,sukak
13348,Sukak sama game nya,sukak
2429,Game Nya Bagus Banget Sukses Selalu,sukses
976,"Game baik, pasti sukses😁",sukses
11781,Sukses selalu,sukses
8675,Sukses selalu,sukses
14911,Sukses terus game baik😋,sukses
3377,semangat dan sukses selalu,sukses
1142,"game mantap, sukses selalu🫂",sukses
19133,Gamenya keren banget sumpah..,sumpah
23736,Keren banget sumpah,sumpah
13700,Game baik sungguh baik,sungguh
12074,sungguh bagus dan luar biasa,sungguh
11115,Gem nya sungguh bagus,sungguh
14077,Super,super
12373,Game super keren,super
14885,Super keren,super
5125,SUPPORT GLOBAL PASSIVE!!!!,support global passive
5123,Support global passive,support global passive
8445,Game nya bagus tapi susah,susah
3565,makin susah :(,susah
23493,Gamenya bagus dan gameplay nya gak susah,susah
6766,Kok jadi susah login ya?,susah login
7715,Susah login,susah login
20312,Susah banget login nya,susah login
20552,Susah login -_-,susah login
22881,Susah Login,susah login
17856,Susu Kafka 😋,susu kafka
17254,Susu kafka🤤🤤🤤,susu kafka
5490,waduh....game nya bikin ketagihan,tagih
7923,Saya ketagihan,tagih
9252,Seru BGTT jadi ketagihan 😀😀😀,tagih
14583,Gamenya sangat bagus hingga membuat saya ketagihan😁,tagih
22393,Ketagihan,tagih
12746,Pertahankan game baik sebaik mungkin.,tahan
2395,pertahankan,tahan
2207,pertahankan game keren ini,tahan
2298,game bagus pertahankan,tahan
18519,mana tahan🤤,tahan
19277,Good Game! Pertahankan,tahan
1568,game tai,tai
12146,Game tai,tai
7229,Game tai,tai
12932,Game tai,tai
11253,Game tai,tai
2531,game tai,tai
22616,Game Tai,tai
6349,"bagus, mungkin bisa tambahin lebih banyak event",tambah event
20585,TAMBAHKAN EVENT YANG LEBIH BANYAK LAGI,tambah event
204,tambahin fitur bikin anak pliss🥰,tambah fitur anak
750,gem baik(tambahin fitur bikin anak😁😹),tambah fitur anak
1192,pls tambahin fitur bikin anak,tambah fitur anak
20407,Tambahin fitur co-op,tambah fitur co op
23456,Please tambahin fitur co-op,tambah fitur co op
11650,TAMBAHIN FITUR SKIP PLEASE. udah itu aja😁🙏🏻,tambah fitur skip
15939,Tolong tambahin fitur skip🗿,tambah fitur skip
2302,tambahin fitur skip dong terlalu banyak dialog gak penting,tambah fitur skip dialog
5354,Tolong tambahkan fitur skip dialog,tambah fitur skip dialog
7796,Mohon di tambahkan fitur untuk skip dialog.,tambah fitur skip dialog
530,tolong tambahkan fitur skip story,tambah fitur skip story
17691,"Tolong tambahkan fitur Skip story, lama banget",tambah fitur skip story
6316,Tambahkan fitur skip story!,tambah fitur skip story
14681,"Satu kata untuk game ini ""Tambahkan Tombol SKIP!""",tambah tombol skip
5037,min tambahkan tombol skip nya min,tambah tombol skip
25391,Tap,tap
10082,tap,tap
9140,Game nya seru dan menarik,tarik
23534,Gameplay nya menarik,tarik
11189,Oke menarik,tarik
689,game nya menarik,tarik
2819,game nya bagus dan sangat menarik,tarik
11055,Gamenya sangat menarik saya kasih 🌟🌟🌟🌟🌟,tarik
1977,semakin tidak menarik,tarik
10183,menarik,tarik
23309,mulai menarik,tarik
14094,Gamenya menarik,tarik
17418,Menarik,tarik
12792,menarik,tarik
3117,gameplay yang menarik,tarik
19611,Menarik,tarik
3535,menarik,tarik
20371,Game bagus menarik,tarik
20856,Cukup menarik,tarik
8588,Sangat menarik,tarik
12604,Sangat menarik dan seru,tarik
13961,Game menarik,tarik
15016,bagus menarik,tarik
20639,Keren bagus dan menarik,tarik
15283,Game yang sangat menarik dan seru!!,tarik
16704,Sangat menarik,tarik
18801,sangat menarik,tarik
14566,Game nya sangat menarik 👍👍,tarik
20839,Sangat menarik,tarik
25244,Sangatlah menarik,tarik
4589,ga ada yg menarik lagi,tarik
9404,gamenya sangat menarik dan bagus,tarik
12777,Game yang sangat menarik aku sangat suka,tarik suka
18010,"Bagus dan menarik, saya sangat suka",tarik suka
6651,Ga tau seru aja,tau
11522,G tau 🗿🤌🏻,tau
10148,Belum tau,tau
1739,"cukup tau, gamenya seru ✊🗿✊",tau
3473,cukup tau,tau
17129,Sama sama taulah,tau
8281,Aku tidak tau harus mengatakan apa,tau
13720,Game ter keren,ter
25301,Game ter GG,ter
19140,Game ter baik,ter
13632,Game baik teruslah jadi baik,terus
12766,"Game baik, teruskan",terus
15835,Teruskan,terus
10114,Thebest,thebest
15556,Thebest game,thebest
15224,The best game of all time.,time
12190,Best Game of All Time,time
3559,main tinggal main.,tinggal
19572,"Gamenya sangat seru,dan bisa ditinggal",tinggal
413,terus tingkatkan lagi,tingkat
23110,Untuk saat ini udah oke lah apalagi ini juga baru baru aja kan jadi mungkin klo bisa di tingkatkan lagi nice game👍,tingkat
12276,Game baik tingkatkan lagi,tingkat
19100,"Tingkatkan lagi ya, semangat",tingkat
17884,Tingkatkan,tingkat
18382,Tingkatkan lagi,tingkat
22668,Tingkatkan,tingkat
19409,Tingyun😋😋😋😋,tingyun
17460,tingyun😭,tingyun
17189,Game tolol,tolol
12782,Game tolol,tolol
8806,Game tolol,tolol
13881,Tolol,tolol
4221,game tolol,tolol
24111,Tolol,tolol
1261,game tolol,tolol
16827,Tolol,tolol
24178,GAME TOLOL,tolol
16510,Game tolol,tolol
22105,Gem tolol,tolol
17529,Tolol,tolol
6171,"Bagus sih,tapi gk ada tombol loncat nya",tombol loncat
16183,tolong tambah tombol loncat min,tombol loncat
6400,Tolong kasih tombol SKIP🙏🙏,tombol skip
23078,ga ada tombol skip,tombol skip
5843,Tombol Skip !,tombol skip
19025,Mana tombol skip ya????,tombol skip
21436,Kasih tombol skip pls,tombol skip
1660,kapan ada tombol skip?,tombol skip
6151,Ga ada tombol skip,tombol skip
9481,Tombol skip min,tombol skip
357,tolong buat tombol skipnya,tombol skip
5905,Kapan ada tombol skip,tombol skip
15357,Top,top
12081,Top,top
8421,BAGUS TOP 1 😭😱,top
6898,Top,top
11487,Top lah,top
10588,Top,top
17488,Trash can 😋😋😍,trash
23091,Trash can,trash
5704,Trash,trash
2358,trash,trash
20004,"Sejauh ini cukup seru, buat game trun base",trun base
17004,Best play 4 trun base!,trun base
15739,Petualangan yang seru!!,tualang
19999,Petualangan rasa baru mantAp,tualang
18184,Setuju,tuju
12490,ya ya saya setuju,tuju
24581,Ditunggu,tunggu
24346,sangat ditunggu😭,tunggu
24393,Masih menunggu,tunggu
10087,Bisa gak nunggu Nya gak lama 🤲🤲🤲🤲🤲,tunggu
25156,Ditunggu,tunggu
24973,Menunggu,tunggu
24429,Sudah lama nunggu,tunggu
24415,"Akhirnya yg ditunggu """,tunggu
24531,Nunggu aja sih,tunggu
25198,Akhirnya yang ditunggu,tunggu
25242,Akhirnya yang di tunggu²,tunggu
10725,Penungguan lama,tunggu
24738,Menunggu 26,tunggu
25081,Menunggu,tunggu
24887,Akhirnya game yg gw tunggu,tunggu
24868,"Yg di tunggu""",tunggu
25076,Sedang menunggu🗿,tunggu
9019,Menunggu Lama Dan Lama Juga Min,tunggu
24765,"Yg ditunggu""rilis juga😋",tunggu rilis
24656,Ditunggu rilis nya,tunggu rilis
24870,Udh lama aku menunggu game ini dan pada akhirnya udh rilis,tunggu rilis
23339,Game yang ditunggu tunggu🤩🤩,tunggu tunggu
17123,Game yang di tunggu tunggu,tunggu tunggu
24806,Akhirnya yang di tunggu tunggu,tunggu tunggu
25251,Game yang paling sy tunggu tunggu,tunggu tunggu
24795,Ini ya aku tunggu tunggu 😲😁😁,tunggu tunggu
24330,Akhirnya aku tunggu tunggu game ini,tunggu tunggu
25252,Ini game yg di tunggu tunggu,tunggu tunggu
25294,Game yang ditunggu tunggu akhirnya rilis,tunggu tunggu rilis
25291,Akhirnya yang di tunggu-tunggu rilis jga.,tunggu tunggu rilis
21087,Ditunggu update berikutnya,tunggu update
12645,Ditunggu update yang selanjutnya,tunggu update
13817,I love turn base,turn base
1779,best turn base game,turn base
7084,Game turn base paling bagus menurut saya,turn base
9321,Best turn base game,turn base
559,bukan game turn base,turn base
4340,the best game turn base,turn base
14803,Game turn base gak seru,turn base
14434,BEST TURN BASE GAME,turn base
7413,I like turn base game,turn base
3709,the best game turn base,turn base
20847,Best turn base game,turn base
14364,Good game turn base,turn base
18124,The best turn base game,turn base
15337,"I love turn base game panjang"" game baik",turn base
9670,Game turn base pertama gw yg paling bagus,turn base
23023,I like turn base,turn base
24454,Mantap turn base,turn base
23147,Best turn base now,turn base
17549,Sudah bagus untuk sebuah game turn base,turn base
17712,Turn base terbaik,turn base baik
859,game turn base terbaik,turn base baik
14679,Game turn base terbaik sejauh ini,turn base baik
14355,Game turn base terbaik,turn base baik
21410,Turn base terbaik,turn base baik
15159,Turn base terbaik yg pernah saya mainkan,turn base baik main
20645,Game turn base terbaik yang pernah saya mainkan 👍🏻👍🏻👍🏻,turn base baik main
16001,Best turn base ever,turn base ever
9260,The best Game Turn Base Ever,turn base ever
21082,The best game turn base ever,turn base ever
5896,Best turn base ever,turn base ever
15806,Very good game turn base rpg,turn base rpg
14419,The Best Turn base RPG,turn base rpg
21766,Love turn based,turn based
13899,i love turn based,turn based
24049,The best turn based,turn based
7129,turn based terbaik,turn based baik
18087,Turn based terbaik,turn based baik
6649,The best turn-based game on mobile,turn based mobile
10657,Best turn based game in the mobile👍,turn based mobile
16029,best turn based game on mobile,turn based mobile
23530,Best Turn based RpG,turn based rpg
22879,The best turn-based RPG Game. I Like it👍,turn based rpg
22289,Turnbase,turnbase
19199,Turnbase,turnbase
15387,the best game turnbase,turnbase
1951,The Best Game TurnBase 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,turnbase
10348,Best game turnbase,turnbase
18945,game turnbase ini sangat seru!,turnbase
4755,GAME TURNBASE TERBAIK,turnbase baik
9591,game turnbase terbaik,turnbase baik
12856,Bikin turu,turu
10315,Game turu.,turu
25373,Apakah turu,turu
486,game turu,turu
24167,game turu,turu
21073,GAME TURU,turu
17589,Game turu,turu
10713,Game turu base,turu base
13238,Turu base,turu base
20802,"Good game, ty",ty
7935,Ty hoyoverse,ty
22355,Uji coba dulu,uji coba
18350,Uji coba,uji coba
11934,Panjang umur game baik,umur
15465,Panjang umur game baik,umur
14305,Panjang umur game baik,umur
15441,Panjang umur game baik 🤣🤣🤣,umur
15377,Game baik panjang umur,umur
15531,panjang umur game baik!,umur
15388,Panjang umur game baik,umur
11772,Panjang Umur Game Baik ٩( ᐛ )( ᐖ )۶,umur
11683,Game baik panjang umur game baik,umur
15448,Panjang umur game baik😋😋🎉🎉🎉,umur
15521,panjang umur game baik,umur
15560,Game baik panjang umur ❤️❤️❤️,umur
15428,Panjang umur game baik,umur
15424,Panjang umur game baik,umur
15498,Panjang Umur Game Baik,umur
11858,Panjang umur game baik 😁,umur
15551,Panjang umur game baik 🙏,umur
11864,Panjang umur game baik,umur
15392,Panjang umur game baik,umur
15571,"Mantap, panjang umur game baik😂",umur
15395,Panjang umur game baik,umur
14394,Panjang Umur Game Baik🥰,umur
14303,Panjang umur game baik🙏,umur
13530,Panjang umur game baik,umur
15338,Panjang umur game baik,umur
15650,Panjang umur game baik,umur
12249,Umur Panjang Game Baik😌👍,umur
13958,Panjang umur game baik,umur
13957,Panjang umur Game baik,umur
13938,Panjang umur game baik,umur
13315,Panjang umur game baik,umur
15297,Panjang panjang umur game baik 😁👍,umur
13831,Panjang2 umur game baik 🥰🥰,umur
15146,Panjang umur game baik,umur
15292,Panjang umur game baik👊😁,umur
15268,Panjang umur game baik 😇,umur
8534,panjang umur game baik,umur
13679,Panjang umur game baik😁,umur
9010,panjang umur game baik,umur
4515,Panjang umur game baik ❤️,umur
9018,Panjang umur game baik,umur
9031,panjang umur game baik,umur
9134,panjang umur game baiq,umur
13607,Panjang umur game baik,umur
15279,Panjang umur game baik :),umur
10670,Panjang umur game baik,umur
15288,Panjang umur game baik 👍,umur
15285,Panjang umur game baik,umur
10574,Panjang umur terus game baik,umur
13969,Panjang umur game baik👌👍👍,umur
13954,Panjang umur game baik,umur
15722,Panjang umur game baik,umur
15347,Panjang umur game baik,umur
12788,panjang umur game baik,umur
15117,Panjang umur game baik,umur
14149,Panjang umur game baik,umur
11111,panjang umur gem baik,umur
11191,Panjang umur game baik,umur
12850,Terima kasih banyak game baik Panjang umur ya :),umur
12867,Panjang umur game baik ❤️🫰,umur
9908,Panjang umur game baik!!,umur
15341,Panjang umur game baik,umur
15207,PANJANG UMUR GAME BAIK ( *¯ ³¯*)♡,umur
145,"mantap gamenya, panjang umur game baik.",umur
12799,Panjang umur game baik!😊✨️,umur
15661,Panjang umur game baik,umur
15385,panjang umur game baik,umur
14040,Panjang umur game baik,umur
15577,Panjang umur game dermawan,umur dermawan
14308,Panjang umur game dermawan🧎🙏,umur dermawan
13799,Panjang umur game dermawan,umur dermawan
24299,Kenapa Ngak Bisa Unduh datanya,unduh data
8999,Lama banget unduh data nya✌,unduh data
5767,Pengunduhan data yang sangat lama,unduh data
5985,Unduhan data nya lama,unduh data
2203,beri aku keberuntungan,untung
9159,Ini game membuat saya selalu beruntung 🌹🌹,untung
18428,Update terlalu besar,update
73,update nya sangat lama ya,update
20616,Game ny seru banget kapan ni update lagi😆😆😆,update
13017,Update ya,update
18588,Kapan update lagi:<,update
4439,Setelah update sering keluar sendiri,update
13359,Update terlalu sering,update
8263,update,update
14826,Dari lama saya main game ini baru update,update
2032,good update,update
9795,setelah update mantap sekali game baik ini,update
9943,"Game baik, banyak update dan bansos",update bansos
11255,Update-nya banyak dan juga bansos-nya,update bansos
24646,Good Game Please Update Terbaru.,update baru
2767,game bagus dan banyak update terbaru,update baru
14330,Kelamaan update datanya,update data
15816,kenapa sering update data -_,update data
15992,Update data nya lama banget,update data
13840,setelah update 2.0 knp sering force close ya?,update force close
8636,Makin update makin sering force close ya😭😭???,update force close
9410,Mantap update nya jadi 18 gb,update gb
18387,"Kenapa update nya besar sekali 7,5 GB ... 😅",update gb
20922,Update lgi grafik nya kurang walaupun sudah paling tinggi 👍,update grafik
19904,Update grafik malah gak jelas,update grafik
1431,UPDATE AN KALI INI BAGUS BANGET,update kali
13235,Keren banget update kali ini 👍👍👍,update kali
19725,Setelah update gak bisa login tolong min,update login
9469,"Game nya bagus, cuma minta tolong di update agar login nya supaya ngga lama",update login
20261,"Setelah di update, malah gk bisa masuk. Kenapa ya?",update masuk
16602,Setelah saya update saya tidak bisa masuk ke game,update masuk
9846,Sekali update gak ngotak bisa 13gb an,update pikir gb
9781,"UPDATE GAK NGOTAK, KOK BISA 12 GB.",update pikir gb
19910,Update nya ga ngotak 6 GB an,update pikir gb
10915,Game utama saat ini,utama
9304,Game utama,utama
24643,Uwaw,uwaw
18985,Uwaw,uwaw
15497,uWu banget si kamu,uwu
22175,UWU,uwu
21668,(UwU),uwu
25036,:v ☝🏽🗿,v
8412,Nah ini keren :v,v
25226,masih lama ternyata :v,v
8475,Tolong bikin versi cloud:),versi cloud
14304,Game nya bagus tapi kasih versi cloud nya,versi cloud
18459,Banyak waifu >\\<,waifu
2380,Waifu nya banyak,waifu
10997,Banyak waifu :D,waifu
14905,waifu,waifu
19909,More waifu,waifu
22696,Waifu gw makin banyak coy,waifu
16984,Waifu,waifu
22844,Waifu banyak,waifu
2086,waifu,waifu
9312,Game nya bagus game nya mau jadi waifu aku,waifu
7616,Waifu no 1,waifu
4782,banyak my waifu 🥰,waifu
15943,Banyak waifu 🥰🥰,waifu
577,banyak Waifu,waifu
24957,Love the waifu,waifu
16229,Waifuable sekali,waifuable
16693,Game nya waifuable 😋😋,waifuable
12544,Waifuable,waifuable
12581,game bagus terutama di waifunya,waifunya
3362,waifunya banyak,waifunya
1783,bagus wak,wak
3677,ga bisa berkata kata aku wak,wak
3051,seru wak,wak
16350,Wangi,wangi
11889,Wangi.,wangi
24355,Wangi wangi,wangi wangi
20131,Wangi wangi,wangi wangi
11232,Wangy,wangy
18547,Wangy,wangy
18369,Wangy,wangy
10818,"Wangy""",wangy
21901,"Wangy"" Good game",wangy
21571,wangy,wangy
24582,Gem nya bagus. Banyak yang wangy wangy,wangy wangy
22272,Wangy wangy,wangy wangy
1856,game baik wareg bansos,wareg bansos
12572,seru and wareg bansos,wareg bansos
24650,Waw,waw
14537,Waw,waw
17914,waw,waw
25035,Waw,waw
16341,game wayang,wayang
9972,Game wayang,wayang
25026,well,well
5621,"very good, very well",well
20773,So well,well
10898,Very well game,well
1530,well,well
13132,Bagus untuk aku yang wibu ya 🗿,wibu
17807,Game wibu,wibu
3776,bagus banget gemnya woi,woi
2248,ini game bagus woi,woi
6676,WORK IT,work
11137,Good work :),work
881,worth to play,worth
8243,Worth,worth
3802,wow game ini sangat bagus sekali 👍,wow
7893,Wow ini sangat keren,wow
12315,Wow,wow
18501,Wow,wow
18938,Wow,wow
25160,Wow,wow
9107,Wow,wow
4880,wow game nya sangat sehat,wow
6323,Wow game ini bagus,wow
19850,Wow,wow
20140,Wow keren,wow
24994,Wow,wow
25204,Wow,wow
13155,Sangat amat wow,wow
25375,Wow,wow
5395,wow 2.,wow
7345,Wow,wow
8710,Wow,wow
15523,Wow,wow
18966,Lagi lagi apa? Yak betul 👍,yak
10405,bagus yak,yak
7353,dapat yanqing,yanqing
24966,Berikan aku yanqing pls🛐🙏,yanqing
6923,Udah yapping nya?!!!,yapping
5572,Yapping/10,yapping
6124,yapping star rail,yapping star rail
5401,Yapping Star Rail,yapping star rail
5211,yeah good game,yeah
17773,Yeah,yeah
9928,Yeah,yeah
1213,"just, yeah.",yeah
14607,Game this year,year
21601,Best game of the year,year
22475,Best game of the year 2023 !!!,year
22867,Game of the year !!,year
15443,BEST GAME OF THE YEAR!,year
25048,Good. Game of the year,year
22048,Yeay,yeay
22781,Yeay,yeay
25057,Yey,yey
24778,yey,yey
12354,Yey,yey
12563,Yo!!!,yo
12668,Yo sehat² game baik,yo
