original_index,raw_content
270,woi lah hoyoverse kasih aku karakter castorice lah plis lah ya plis bangat udh gacha 80x gk dapat masnyallah pelit bet gacha di honkai star rail bansos ya sih cair mulu tapi gacha ya loh plis lah hoyo akun 1 ku ilang gara² ente yang karakter lama padahal udh kait google lo plis kasih karakter castorice plis ya
271,B aja
272,"yang bener aja power creep secepat kilat tapi gacha gak ngotak, 1 chara doang 147 pull belom dapet, belum lagi lc signnya"
273,GG ANJR
274,game baik terimakasi
275,Nunggu Customer Service Lama 2 Hari aja belom Bales kemaren Juga Hubungin pas bales udah ditutup mau balas nya Jelek deh👎
276,mau login kga bisa jaringan error Mulu ngapa si ni game anjg
277,seru👍
278,kurangnya cuman di powercreep aja sih
279,sekarang jadi kikir
280,"lebay lu yg bilang powercreep,apalah.itu mah skill issue"
281,"gamenya seru, cuman frame drop kalo castorice brust hehe, mantap lah pokonya"
282,game bagus
283,"tolong tambahkan bintang 4 nya dong, makin ke sini makin dikit B4 nya"
284,Bagus
285,"tolong beri item untuk me reset karakter , karena sulitnya mencari resource yang membutuhkan energi yang banyak"
286,"this game is full ""yapping"" rn endgame = must pull new char the old character is not relevant anymore, zonk investment"
287,"alur cerita bagus, desain karakter unik, dan animasi yang baik membuat tidak mudah bosan"
288,"THANKS DADDY HOYOVERSE, FOR ALL Characters 😘🤍🤍🤍🤍"
289,"kurang bersyukur apa coba sebagai player f2p gw dapet castorice sama LC , tapi bugnya bikin ngakak 🤣🤣😂"
290,"game tidak dapat dimainkan, padahal handphone mendukung untuk memainkan game ini"
291,mantap
292,"untuk chara nya bgus² desain, battle, ok lh, note : cuman yang bikin menjengkelkan tuh story nya terlalu panjang, bertele-tele sampai bikin boring. NPC pada angkuh, MC serasa jadi babu diasingkan. banyak dialog sedikit aksi, dikit"" ngobrol udah gitu baru aja jalan dikit eh ngobrol lagi mana panjang lagi, gitu aja terus sepanjang jalan hdeh.. berharap si ada tombol skip nya lh, cape tap tap layar. udah kaya GI ini mah"
293,THANK YOUUUUU MIHOYOOOOOOOOOOOO
294,"yahahaha yg ngatain global passive ngacaukan meta pas dapet casto senyum-senyum tuh,"
295,bagus
296,"kurang2i powercreep nya, perbanyak event, kurangi story yg yapping... overall ok"
297,"game terbaik menurut ku, story nya bagus gg gemink. suka banget sama story penacony, penacony peak so bad dude I love it."
298,Segala hal udh bagus cma 1 kekurangan nya PENYAKIT POWERCREEP GILA nya terlalu gilak
299,"game bagus,saye suke,cwk nya jg ckp."
300,udh hard pity kalah rate off lagi
301,"Terlalu pelit, rate off 2x jadi males main lagi. Musuh makin susah, powercreep, inflasi darah musuh. Asli males banget sampe gw uninstall, Thanks.."
302,"Why hoyo why, give us support controller for android 😑 boring to much yapping"
303,"Tolong dong kasih fitur ganti gender, saya pengen ganti ke caelus"
304,"cut secene,nya bagus banget karakter dan yang paling utama bansos nya lancar saya juga di kasih Castorice ,1 x spin,sama like con nya 1x spin juga tapi tolong Castorice like con rekomendasi nya di tambahin lagi kasihan player Jade nya pas Passan ,jadi like con nya pake yg kurang cukup demage ,tolong Sekali mihoyo"
305,Penulisan ceritanya cukup bagus bisa ditingkatkan lagi untuk klise dan juga Kompleks dalam perceritaan setiap karakter. dan juga saya cukup suka dengan sistem pertarungan dari Honkai: Star Rail ini sendiri yyang berupa turn base sehingga saya tidak terlalu capek saat memainkannya dan juga visualisasi setiap karakter yang menurut saya sangat baik
306,"parah udah gaca lebih dari 90 pity, bahkan sampai 11 kali dapet ungu masih blum dapet karakter bintang 5"
307,"Lovely,"
308,"di patch sekarang jadi ngelag bangett, padahal udah deket wifi dan memori masih amann :("
309,download data gagal mulu goblokkkk padahal internet jalan lancarr
310,please tambahin fitur bikin anak atau bisa bikin misi ngedate waifu
311,saran saya di chipset helio g85 di usahakan biar lancar grafiknya jangan patah2. tapi untuk game bagus seru
312,"Plis gift me luck, i need luck"
313,"overall dari keseluruhan gameplaynya mulai sekarang makin menarik, tapi saran saya tolong di optimalkan lagi untuk pemakai grafisnya. masih selalu banyak bug saat battle maupun explore"
314,makin kesini game nya bener-bener nyuruh kita cuman buat gacha karakter baru.
315,"gamee baik, baruu main dapat castorice di pity 20😋"
316,BANG UDAH BANG CAPE SAYA NGULI DI KASI CLARA
317,BAGUSSSS SUKAK
318,GLOBAL PASSIVE‼️‼️
319,makasih buat mihoyo karena udah ngerilis in castorice
320,"bagus le, untuk segi story,desain character,animasi dll sudah sangat bagus tapi kurang fitur skip story aja 😛"
321,gamenya bagus tapi kalo bisa bikin lebih banyak tantangan lagi didalam gamenya
322,tok hapok kalah rate off pity 80 sad
323,usahakan kalau kalah rate off jangan mentok pity lah
324,ADAKAN FITUR BISA MENIKAHI KARAKTER NYA
325,game bagus dan developer 👍
326,tolong lebih di optimalkan lagi masa main genshin bisa lancar sedangkan ini malah frame drop kalo bisa lebih di optimalkan lagi
327,trimakasih untuk bansosnya tuan
328,"Powercreep sih tak apa² tapi tolong lah gw nih F2P masa Semuanya Gacha Itu HARD PITY terus dah, giliran yg lain Double lah, atau apalah. SETIDAKNYA GW JGA PENGEN GITU LOW PITY WIN RATE OFF TERUS."
329,"overall the story telling is getting worse, getting more boring, getting longer, scenes that should be animated are only replaced with writing, excessive hp inflation makes the game mechanics unbalanced, anniversary events are not as many as before....just think about the players who are busy working and when we first started playing HSR we thought this was a game that could be played casually, but now you give us a story that only finishes after 20 hours,"
330,Banyak fitur baru dan endgame konten yang menyenangkan
331,Kecewa gak ada fitur telanjang sama bikin anak 😡
332,"akun baru balik 2 bulan udah gak bisa login lgi, padahal gak ada aktivitas aneh maenin sendiri terus, cuma karena tiba"" wifi mati ke log out login lgi gak bisa"
333,"game ini sudah bagus saya baru main langsung dikasih karakter b5 gratis ,dan saya juga mendapat karakter b5 limited Untuk grafik bagus visual nya oke, Game baik ✨"
334,HOYOGAMES ARE HORRIBLE.
335,Semoga kedepannya akan lebih baik
336,"powercreep, hp inflation, global passive, ruins your game. i enjoyed the story so far but not with its gameplay. Truly unplayable since you force us to roll every upcoming banner to keep up with your end game content which I find it ridiculous. one more thing, high pity doesn't guarantee you getting the rate-up character. imagine losing at 79 pity and still doesn't get the character. HSR, you're no longer my favorite game."
337,ini game bagus dan gw enggak terlalu peduli apa yang orang bilang sekarang gw main honkai cuman buat nikmatin jalan ceritanya
338,game baik
339,👍🏻
340,"This game is so good at everything, but please give us 2x speed at least for the story quest. Most of player have a job to do. It will be very helpful. Thanks"
341,"dri pc pindah ke hp sendiri malah engga bisa login di email engga bales, udah beberapa hari engga bisa login"
342,"Saya Harap Jing Yuan Bisa Di Update Lagi Ya Team Hoyo, Karna Sudah tidak memadai, Saya Juga Menyarankan Untuk Menambahkan Buff/Pasif Disetiap Karakter Lama Agar Karakter lama Bisa Ikut Bersaing Di Meta/Versi Yang Saat Ini Terjalankan/Yang Akan Datang, Untuk Bansos Dan Lainnya Sudah Oke, Sekali Lagi Terima Kasih Hoyoverse"
343,akun cinta hsr game baik
344,minimal ada tombol skip
345,"game ini sudah bagus buat aku, nah aku ada saran nih. sarannya tambahin fitur mabarnya ya mas hoyo"
346,yoiii
347,"apaan dah abis anniv gini susah login, tolonglah woy optimalisasinya, kemarin"" cepet knp skrng login aja lama bener, bikin males main"
348,powercreep hampir tiap patch yang dimana harus gacha setiap char yang rilis agar bisa bersaing dengan meta
349,best bgt.
350,"Simpel aja, game baik 😆"
351,GAME BAIK BANGET ADUHHH MAKIN CANDU MAIN NYAA🥰🥰🥰
352,Tolong perbanyak karakter B4. Tidak semua player mampu memiliki semua karakter b5
353,"Oee gua gaca castorice malah rate off dan gua gaca lagi ya udah gua dapat castorice nya eh gua gaca lagi lc nya malah rate off ah taii lah capek2 gue cari sterral jade kalah rate off mulu sama kek ghensin ampas mulu gaca gua. Yah walaupun udah di kasih gratis yang lain tetap aja ampas mulu gaca gua, Terima kasih game baik."
354,"tolong la min fix masalah tmr ini, terlalu meresahkan, masa kita punya beberapa akun dimainkan malah too many request sih. jadi seolah² akunnya sayang buat dipake"
355,ok
356,"bagus banget, suka banget sama amphoreus, ayo hoyooo, kapan honkai star rail cloud nyaa, cepettttt"
357,tolong buat tombol skipnya
358,"I don't hate the game, just the powercreep. The lore is amazing, so does the character, but still, the power differences made players reluctant to pull for older characters. It's not about pulling what you like at this point. Personally I have no problem that they are making every chrysos heir a 5*, it isn't a problem, just don't forget to make a 4* and slow down the character release. Maybe give out a event to select 1 free chrysos heir. that will work. The story is still amazing tho."
359,"kebanyakan yaping bangst tambahin fitur skip nya mihotod,dikira GK pegel mencet layar trus sat"
360,powercrepper ngihhhh😹😹😹😹
361,butuh fitur skip. game banyak makan waktu
362,Apalah mau login malah eror perbaiki hoyo
363,"Malah jadi gak bisa login, Kode eror: 1001_1"
364,ini kenapa hongkai stair error han?.. keluar sendiri anji padaan lagi enak main tiba tiba keluar sendiri. masuk balik nko gambar nya jelek beh kenPa ini tolong di berbaikin 😭😭😭
365,"sejak ada pasif global, dps di tim ku jadi bisa main terus,semagat ya developer dan makasih udh kasih pasive global ini ,soalnya dari kemarin stuck di bos sunday akhirnya bisa di kalahkan sejak ada pasif global!"
366,"tolong voice line dan Heng tidak ada dan juga voice line MC RMC sejak update amphoreus. tolong dibetulkan mihoyo. Aku sudah mencoba di kedua HP yang berbeda, tetapi tetap saja suara mereka tidak muncul di dua hp itu saat percakapan. apakah ada yang punya solusi?"
367,Powecreep? Gacha isue kata gw mah
368,👍👍
369,Saya tidak akan tertipu lagi oleh bomb rating lagi! :v
370,"Bisa bermain dengan tenang tanpa emosi, tidak seperti game moba"
371,MAKASIHH MIHOYO SUDAH CIPTAKAN GAME SE PEAK INI ALHAMDULLILAH MY ISTRI PULANG 🥰🥰
372,tidak pelit bansos gk kayak kakak kakak nya
373,"mending main dokkan daripada ni game, di dokkan kalo gacha mesti guaranteed, masa kalah sama game yg cuma gerakin png sama candy crush"
374,"Main dari awal rilis,.. overall udah bagus, tinggal perbanyak event dan kurangin yapping yang tidak diperlukan"
375,bangsattt dapet seleee
376,game seru
377,👍👍👍👍 good game
378,ga bisa berkata kata. yg jelas baru pertama kali main langsung puas
379,Alhmdulillah powercreep asw
380,kerenn gemes baikk
381,👍👍👍
382,Game AMPAS gua kalah rate off di banner character dan LC TAPI KALAHNYA DAPET WELT DI BANNER CHAR DAN LC WELT DI BANNER LC ANJIRRRR STRESS DIKASIH SEPAKET LENGKAP MENDING MIE AYAM YANG LENGKAP DARIPADA EIDOLON WELT
383,"main dari versi 1.4 sampai sekarang semakin bagus, semakin memuaskan pemain apalagi pemberian F2p yang banyak.thank you hoyoverse memberikan yang terbaik untuk pemain 👍"
384,nice
385,game jomok dan gacha bau 🗿
386,"Banyak kemunduran dalam perkembangan game ini, story yang membosankan (No skip button) dan sedikit sekali cut scene, karakter lama yang hampir tidak bisa digunakan dalam endgame content, dan gacha sistemnya yang terlalu greedy"
387,"game baik, yang paling banyak ngeritik ya yang gachanya ampas dan haus akan bansos buat gacha. udah f2p banyak maunya pula."
388,"Gem kuont---- rate off 6x berturut wasuuu, Mana Powercreptnya gila2an gak gacha char yg lagi on banner gak bakal kelar content. not recommended!!"
389,(pls adain fitur nikah dan punya anak)
390,I love castorice
391,ngga bisa login 😮‍💨
392,mantap
393,キャストリスちゃんはかっこいいとかわいです and thankyou game baik ngasih cassie e2 sama sign dengan ±200 wrap moga moga tambah banyak bansos nya dan tambah rame game nya
394,kapan aja fitur nikah nya
395,Ahhh Castorice sayang ku.. 😭
396,"mantap visual enak dilihat, chara develop yang bagus dengan desain yg menarik dan bansosnya gacor, semoga kedepannya bansos makin diperbanyak, bisa kali yak hehe 🤭"
397,"game kurang bagus, char banyak power creep, kebanyakan yapping, fitur skip ngk ada, cepat ngantuk, tutup aja iji game 🗿"
398,"Setelah Update Patch Terbaru, entah kenapa gacha nya jadi makin susah, skip 2 patch buat ngumpulin stellar jade, dan akhirnya dapat 30k buat gacha Castorice, yang sebelum patch ini bisa dapat E2, tapi sekarang cuman bisa dapat polosan caharacter dan lightcone nya doank. Setiap gacha pasti di kasih pitty tinggi terus di antara 80-90 dan pas di 50/50 lebih sering dapat Fu Xuan, Sele, dan Blade. Jadi setiap gacha harus berusaha 2x lipat biar dapat character nya. 240x gacha cmn dapat polosan."
399,kuharap bisa low pity di banner anaxagoras........
400,game nya itu seru banget...cuman pas ak loading untuk masuk ke dalam game...game nya malah stuck dan gak bisa di akses..udh nunggu sekitar beberapa jam itu tetap aja gak bisa udh di coba untuk di reload tetap aja... tolong di perbaiki sedikit...😁
401,tambahkan karakter Kamen rider decade nanti tak kasih bintang 5
402,absolute cinema ✋😎🤚
403,Pleaseee hoyooo bikin fitur buat anakkk
404,percuma anniversary banyak bansos ujung2 nya kalah rate off high pity semua . makan tu LC standar doang dibanyakin
405,tidak ada yg sempurna
406,"grafik mantap, turnbase yg paling unik, mohon dikurangi layar hitam dan teksnya ketika story mission perbanyak cutscene untuk moment story yg lebih mendalam dan menarik, karena ini game turn base tanpa story yg bagus( lyr hitam+teks) akan terasa membosankan.. kurangi dialog dan lebih perbanyak cutscene yang menunjukkan sesuatu/apa yg dilakukan daripada menjelaskan dengan dialog panjang lebar"
407,"Game dermawan, aku suka banget sama storynya"
408,"ok makasi hoyoverse, akun aku hoki sekarang, wajar orang imut, dapet berkah makanya"
409,Very good
410,gk Ampe 1 bulan nih pasti dps barunya. Ntar juga gk kerasa
411,😹🙏
412,"seruuu bgt, baru ini main rpg yg gk bikin bosen, selalu ada event baru yg bisa dicoba dengan cara bermain yg biasanya, grafiknya juga muluss, cerita mudah dipahami, karakter nya yg good looking, walau bberapa ampas tapi banyak sekali yg OP.. Saran, mungkin bisa ditambah fitur skip cerita pas lg yapping"" saya sering ketiduran klo pas lagi ngelanjutin alur, itu lamaaa bgt bisa sejaman klo diikutin baca juga 😧 plis min dev, sekalian jgn pelit"" ngasih Stellar jade ya buat gacha 🌟 overall saya puas"
413,terus tingkatkan lagi
414,absolutely peak 🕊️🕊️
415,karena dapet E1 CASTORICE
416,"sedikit lebih baik dari genshin dari segi mendapatkan char 5*, tapi sistem gacha ga banget, win rate 0% wkwk, males buat akun reroll jadi off dulu, kecewa banget main dari 1.x gapernah dikasih menang, yah walaupun masih bagus dikasih early pity"
417,"TwT,tolong mihoyo di story prajurit yang mengejar bersama dengan tribos itu di gampangin lagi dong, party gw belum jadi buat nge handlenya,udah berapa hari gw stuck semenjak stori itu rilise"
418,"jangan pelit cutscene, dah itu aja"
419,keren gameny
420,story 3.2 absolute cinema
421,makasih game bakk
422,"Greatest turn based I've ever played, unfortunately I must retired because of many things. Powercreep, HP inflation etc that makes impossible for me to create variation of teams, and investing my beloved characters for the future. I can't continue to follow endless meta and this game anymore. At the end, I decided to stop my title as ""Trailblazer"" and this 2nd Anniversary will be my last graduation ceremony. (Edit) Here's the 4 Star rating from me for overall. Thankyou Honkai : Star Rail 💐💐💐"
